paper_key,doi,title,year,url,sources,source_identifiers,snapshots,categories,tasks,publication_types,abstract
doi:10.1016/j.chpulm.2025.100229,10.1016/j.chpulm.2025.100229,Investigating Partial Registration for Optimizing Robotic-Assisted Bronchoscopy Evaluations of Peripheral Lung Nodules (I-PROBE).,2026,https://doi.org/10.1016/j.chpulm.2025.100229,Europe PMC,MED/42548431,multisource_preferred,Active observational sensing,机器人支气管镜搜索/导航,"[""Journal Article""]","Background Robotic-assisted bronchoscopy has transformed the diagnostic approach to lung cancer by improving access to peripheral pulmonary lesions (PPLs). Among these platforms, shape-sensing robotic-assisted bronchoscopy (ssRAB) relies on registration techniques to align virtual airway maps with patient anatomy. However, conventional full registration may not be essential for optimal accuracy and potentially add unnecessary time. We evaluated the novel technique of partial registration and assessed its feasibility and efficacy during ssRAB. Research question During ssRAB, how does partial registration impact the technical accuracy in targeting PPLs compared to full registration? Study design and methods A prospective comparative study was conducted on 22 patients undergoing ssRAB for tissue diagnosis of PPLs Results There was significant improvement in TCD with partial registration over full registration. Specifically, for full registration, the mean TCD was 9.23 mm. In contrast, partial registration achieved a mean TCD of 7.00 mm, suggesting enhanced accuracy with the partial registration technique ( P = .0383). In subgroup analysis, this difference was most noticeable in the posterior lung fields (10.73 vs 6.32 mm) and lower lobes (9.15 vs 6.77 mm). Interpretation Our results indicate that partial registration offers a feasible and efficient alternative for targeting small PPLs during ssRAB. These findings suggest that the full registration may not be necessary, because partial registration demonstrates comparable lesion localization accuracy-and possibly superior in certain cases. Further research is warranted to confirm these technical advantages and to confirm whether they translate into improved diagnostic outcomes."
doi:10.1016/j.compbiomed.2025.110191,10.1016/j.compbiomed.2025.110191,Point cloud-guided ultrasound robotic scanning path planning for the kidney based on anatomical positioning,2025,https://doi.org/10.1016/j.compbiomed.2025.110191,Crossref,10.1016/j.compbiomed.2025.110191,multisource_preferred,Active observational sensing,机器人超声扫描,"[""journal-article""]",
doi:10.1016/j.eswa.2025.128841,10.1016/j.eswa.2025.128841,Safe navigation for robotic digestive endoscopy via human intervention-based reinforcement learning,2025,https://doi.org/10.1016/j.eswa.2025.128841,Crossref,10.1016/j.eswa.2025.128841,multisource_preferred,Active observational sensing,机器人胃肠柔性内镜巡检,"[""journal-article""]",
doi:10.1016/j.gie.2015.03.1451,10.1016/j.gie.2015.03.1451,Su1554 Colonoscopy With Robotic Steering and Automated Lumen Centralization Compared With Conventional Colonoscopy: Results of a Randomized In Vitro Pilot Study,2015,https://doi.org/10.1016/j.gie.2015.03.1451,Crossref,10.1016/j.gie.2015.03.1451,multisource_preferred,Active observational sensing,机器人胃肠柔性内镜巡检,"[""journal-article""]",
doi:10.1016/j.gie.2020.05.027,10.1016/j.gie.2020.05.027,Use of artificial intelligence for detection of gastric lesions by magnetically controlled capsule endoscopy.,2021,https://doi.org/10.1016/j.gie.2020.05.027,Europe PMC,MED/32470426,multisource_preferred,Active observational sensing,磁控/主动胶囊内镜巡检,"[""Journal Article""]","Background and aims Magnetically controlled capsule endoscopy (MCE) has become an efficient diagnostic modality for gastric diseases. We developed a novel automatic gastric lesion detection system to assist in diagnosis and reduce inter-physician variations. This study aimed to evaluate the diagnostic capability of the computer-aided detection system for MCE images. Methods We developed a novel automatic gastric lesion detection system based on a convolutional neural network (CNN) and faster region-based convolutional neural network (RCNN). A total of 1,023,955 MCE images from 797 patients were used to train and test the system. These images were divided into 7 categories (erosion, polyp, ulcer, submucosal tumor, xanthoma, normal mucosa, and invalid images). The primary endpoint was the sensitivity of the system. Results The system detected gastric focal lesions with 96.2% sensitivity (95% confidence interval [CI], 95.7%-96.5%), 76.2% specificity (95% CI, 75.97%-76.3%), 16.0% positive predictive value (95% CI, 15.7%-16.3%), 99.7% negative predictive value (95% CI, 99.74%-99.79%), and 77.1% accuracy (95% CI, 76.9%-77.3%) (sensitivity was 99.3% for erosions; 96.5% for polyps; 89.3% for ulcers; 87.2% for submucosal tumors; 90.6% for xanthomas; 67.8% for normal; and 96.1% for invalid images). Analysis of the receiver operating characteristic curve showed that the area under the curve for all positive images was 0.84. Image processing time was 44 milliseconds per image for the system and 0.38 ± 0.29 seconds per image for clinicians (P Conclusions The CNN faster-RCNN-based diagnostic program system showed good performance in diagnosing gastric focal lesions in MCE images."
doi:10.1016/j.jneumeth.2018.08.007,10.1016/j.jneumeth.2018.08.007,Robotic TMS mapping of motor cortex in the developing brain.,2018,https://doi.org/10.1016/j.jneumeth.2018.08.007,Europe PMC,MED/30121208,epmc_arxiv; multisource_preferred,Response-based interactive diagnosis; 响应式交互检测,机器人神经刺激—响应映射; 机器人神经刺激—响应检测,"[""Research Support, Non-U.S. Gov't"", ""Journal Article""]","Background The human motor cortex can be mapped safely and painlessly with transcranial magnetic stimulation (TMS) to explore neurophysiology in health and disease. Human error likely contributes to heterogeneity of such TMS measures. Here, we aimed to use recently pioneered robotic TMS technology to develop an efficient, reproducible protocol to characterize cortical motor maps in a pediatric population. New method Magnetic resonance imaging was performed on 12 typically developing children and brain reconstructions were paired with the robotic TMS system. The system automatically aligned the TMS coil to target sites in 3 dimensions with near-perfect coil orientation and real-time head motion correction. Motor maps of 4 forelimb muscles were derived bilaterally by delivering single-pulse TMS at predefined, uniformly spaced trajectories across a 10 × 10 grid (7 mm spacing) customized to the participant's MRI. Results Procedures were well tolerated with no adverse events. Two male, eight-year-old participants had high resting motor thresholds that precluded mapping. The mean hotspot coordinate and centre of gravity coordinate were determined in each hemisphere for four forelimb muscles bilaterally. Average mapping time was 14.25 min per hemisphere. Comparison with existing methods Traditional manual TMS methods of motor mapping are time intensive, technically challenging, prone to human error, and arduous for use in pediatrics. This novel TMS robot approach facilitates improved efficiency, tolerability, and precision in derived, high-fidelity motor maps. Conclusions Robotic TMS opens new avenues to explore motor map neurophysiology and its influence on developmental plasticity and therapeutic neuromodulation. Our findings provide evidence that TMS robotic motor mapping is feasible in young participants."
doi:10.1016/j.jneumeth.2022.109689,10.1016/j.jneumeth.2022.109689,3D-mapping of TMS effects with automatic robotic placement improved reliability and the risk of spurious correlation,2022,https://doi.org/10.1016/j.jneumeth.2022.109689,Crossref,10.1016/j.jneumeth.2022.109689,multisource_preferred,Response-based interactive diagnosis,机器人神经刺激—响应映射,"[""journal-article""]",
doi:10.1016/j.knee.2012.10.010,10.1016/j.knee.2012.10.010,Robotic knee laxity testing: reliability and normative data.,2013,https://doi.org/10.1016/j.knee.2012.10.010,Europe PMC,MED/23178112,epmc_arxiv; multisource_preferred,Response-based interactive diagnosis; 响应式交互检测,机器人关节/激发检查; 机器人关节松弛度/激发检查,"[""Research Support, Non-U.S. Gov't"", ""Evaluation Study"", ""Journal Article""]","Purpose To evaluate the reliability of the GeNouRoB knee arthrometer and present normative values of knee anterior laxity using this device on young females. Methods Anterior laxity in both knees was tested in two groups of young, uninjured females using the hamstrings electromyography biofeedback feature of the device. There were 13 participants in the group tested for reliability and 23 for the normative study. Laxity (mm of movement of the proximal tibia in the anterior direction relative to the femur) was calculated at test forces of 134 N and 250 N with values presented for the unstandardised and standardised (relative to stabilisation force) conditions. Results The relative reliability (95% limits of agreement) of the device for laxity at a test force of 134 N was 2 to 3mm. Left knee anterior laxity was almost 1mm greater than the right. Conclusions The relative reliability of the GeNouRoB arthrometer is comparable to the KT device. In agreement with previous work on the nonrobotic KT arthrometer, the knee anterior laxity values found with the GeNouRoB are greater in the left as compared to the right knee."
doi:10.1016/j.robot.2023.104444,10.1016/j.robot.2023.104444,A lumen-adapted navigation scheme with spatial awareness from monocular vision for autonomous robotic endoscopy,2023,https://doi.org/10.1016/j.robot.2023.104444,Crossref; OpenAlex,10.1016/j.robot.2023.104444; https://openalex.org/W4367040751,multisource_preferred; openalex_legacy,Active observational sensing; 主动观察式检测,内镜搜索/自主巡检; 机器人胃肠柔性内镜巡检,article,
doi:10.1016/j.ultrasmedbio.2009.08.014,10.1016/j.ultrasmedbio.2009.08.014,Three-dimensional ultrasound guidance of autonomous robotic breast biopsy: feasibility study.,2010,https://doi.org/10.1016/j.ultrasmedbio.2009.08.014,Europe PMC; OpenAlex,MED/19900753; https://openalex.org/W2102031973,epmc_arxiv; multisource_preferred; openalex_legacy,Sample-based interactive diagnosis; 采样式交互检测,机器人穿刺/芯针活检; 机器人经皮/芯针活检,"[""research-article"", ""Journal Article"", ""Research Support, N.I.H., Extramural""]","Feasibility studies of autonomous robot biopsies in tissue have been conducted using real-time three-dimensional (3-D) ultrasound combined with simple thresholding algorithms. The robot first autonomously processed 3-D image volumes received from the ultrasound scanner to locate a metal rod target embedded in turkey breast tissue simulating a calcification, and in a separate experiment, the center of a water-filled void in the breast tissue simulating a cyst. In both experiments the robot then directed a needle to the desired target, with no user input required. Separate needle-touch experiments performed by the image-guided robot in a water tank yielded an rms error of 1.15 mm. (E-mail: kaicheng.liang@duke.edu)."
doi:10.1016/j.ultrasmedbio.2019.10.015,10.1016/j.ultrasmedbio.2019.10.015,Deep Learning-Based Femoral Cartilage Automatic Segmentation in Ultrasound Imaging for Guidance in Robotic Knee Arthroscopy,2020,https://doi.org/10.1016/j.ultrasmedbio.2019.10.015,Crossref,10.1016/j.ultrasmedbio.2019.10.015,multisource_preferred,Active observational sensing,机器人超声扫描,"[""journal-article""]",
doi:10.1016/j.xjtc.2024.05.011,10.1016/j.xjtc.2024.05.011,Assessing the accuracy of a multisection robotic bronchoscope prototype in localization and targeting of small pulmonary lesions.,2024,https://doi.org/10.1016/j.xjtc.2024.05.011,Europe PMC; OpenAlex,MED/39156546; https://openalex.org/W4398785585,epmc_arxiv; multisource_preferred; openalex_legacy,Active observational sensing; 主动观察式检测,内镜搜索/自主巡检; 机器人支气管镜搜索/导航,"[""research-article"", ""Journal Article""]","Objectives Robotic bronchoscopy (RB) has emerged as a novel technique to address issues with the biopsy of small peripheral lung lesions. The objective of this study was to quantitatively assess the accuracy of a novel multisection robotic bronchoscope compared with current standards of care. Methods This is a prospective, single-blind, comparative study where the accuracy of a multisection RB was compared against the accuracy of standard electromagnetic navigational bronchoscopy (EM-NB) during lesion localization and targeting. Five blinded subjects of varying bronchoscopy experience were recruited to use both RB and EM-NB in a swine lung model. Accuracy of localization and targeting success was measured as the distance from the center of pulmonary targets at each anatomic location. Subjects used both RB and EM-NB to navigate to 4 pulmonary targets assigned using 1:1 block randomization. Differences in accuracy and time between navigation systems were assessed using Wilcoxon rank-sum test. Results Of the 40 total attempts per modality, successful targeting was achieved on 90% and 85% of attempts utilizing RB and EM-NB, respectively. Furthermore, RB demonstrated significantly lower median distance to the real-time EM target (1.1 mm; interquartile range [IQR], 0.6-2.0 mm) compared with EM-NB (2.6 mm; IQR, 1.6-3.8) ( P P Conclusions The results of this study demonstrate that the multi-section RB prototype allows for improved localization and targeting of small peripheral lung nodules compared with current nonrobot bronchoscopy modalities."
doi:10.1016/s0016-5085(24)03224-4,10.1016/s0016-5085(24)03224-4,Mo2032 COMPARISON OF GASTRIC SURFACE VISIBILITY IN MAGNETIC CAPSULE ENDOSCOPY USING ROBOTICALLY CONTROLLED AUTOMATION AND ARTEFICIAL INTELLIGENCE VS EXPERT MANUAL CONTROL,2024,https://doi.org/10.1016/s0016-5085(24)03224-4,Crossref,10.1016/s0016-5085(24)03224-4,multisource_preferred,Active observational sensing,磁控/主动胶囊内镜巡检,"[""journal-article""]",
doi:10.1016/s0016-5107(26)00889-8,10.1016/s0016-5107(26)00889-8,Su1368 AUTONOMOUS ROBOTIC COLONOSCOPE INSERTION VIA DEEP LEARNING LUMEN DETECTION AND BEHAVIOR MIMICRY,2026,https://doi.org/10.1016/s0016-5107(26)00889-8,Crossref,10.1016/s0016-5107(26)00889-8,multisource_preferred,Active observational sensing,机器人胃肠柔性内镜巡检,"[""journal-article""]",
doi:10.1016/s2468-1253(21)00274-0,10.1016/s2468-1253(21)00274-0,"Fully automated magnetically controlled capsule endoscopy for examination of the stomach and small bowel: a prospective, feasibility, two-centre study.",2021,https://doi.org/10.1016/s2468-1253(21)00274-0,Europe PMC,MED/34555347,multisource_preferred,Active observational sensing,磁控/主动胶囊内镜巡检,"[""Video-Audio Media"", ""Comparative Study"", ""Clinical Trial"", ""Research Support, Non-U.S. Gov't"", ""Multicenter Study"", ""Journal Article""]","Background The use of magnetically controlled capsules for gastroscopy is in the early stages of clinical adoption. We aimed to evaluate the safety and efficacy of a fully automated magnetically controlled capsule endoscopy (FAMCE) system in clinical practice for gastroscopy and small bowel examination. Methods We did a prospective, comparative study to evaluate the safety and efficacy of FAMCE. Patients from two hospitals in Chongqing, China were consecutively enrolled. Eligible participants were aged 18-80 years with suspected gastric pathology and no previous surgery. Participants underwent FAMCE for screening of gastric lesions, then conventional transoral gastroscopy 2 h later, and stomach examination results were compared. The primary outcome was the rate of complete detection of gastric anatomy landmarks (cardia, fundus, body, angulus, antrum, and pylorus) by FAMCE. Secondary outcomes were the time required for gastric completion by FAMCE, the rate of detection of gastric lesions by FAMCE compared with conventional transoral gastroscopy, and the rate of complete small bowel examination. Adverse events were also evaluated. The study was registered in the Chinese Clinical Trial Registry, ChiCTR2000040507. Findings Between May 12 and Aug 17, 2020, 114 patients (mean age 44·0 years [IQR 34·0-55·0]; 63 [55%] female) were enrolled. The rate of complete detection of gastric anatomical structures by FAMCE was 100% (95% CI 99·3-100·0). The concordance between FAMCE and conventional transoral gastroscopy was 99·61% (99·45-99·78). The mean completion time of a gastroscopy with FAMCE was 19·17 min (SD 1·43; median 19·00, IQR 19·00-20·00), compared with 5·21 min (2·00; 5·18, 3·68-6·45) for conventional transoral gastroscopy. In 114 enrolled patients, 214 lesions were detected by FAMCE and conventional transoral gastroscopy. Of those, 193 were detected by both modalities. FAMCE missed five pathologies (four cases of gastritis and one polyp), whereas conventional transoral gastroscopy missed 16 pathologies (12 cases of gastritis, one polyp, one fundal xanthoma, and two antral erosions). FAMCE was able to provide a complete small bowel examination for all 114 patients and detected intestinal lesions in 50 (44%) patients. During the study, two (2%) patients experienced adverse events. No serious adverse events were recorded, and there was no evidence of capsule retention. Interpretation The performance of FAMCE is similar to conventional transoral gastroscopy in completion of gastric examination and lesion detection. Furthermore, it can provide a complete small bowel examination. Therefore, FAMCE could be effective method for examination of the gastrointestinal tract. Funding Chinese National Key Research and Development Program."
doi:10.1017/s0263574724000407,10.1017/s0263574724000407,A trocar puncture robot for assisting venipuncture blood collection,2024,https://doi.org/10.1017/s0263574724000407,Crossref,10.1017/s0263574724000407,multisource_preferred,Sample-based interactive diagnosis,机器人静脉穿刺/采血,"[""journal-article""]","Abstract The venous blood test is a prevalent auxiliary medical diagnostic method. Venous blood collection equipment can improve blood collection’s success rate and stability, reduce the workload of medical staff, and improve the efficiency of diagnosis and treatment. This study proposed a rigid-flexible composite puncture (RFCP) strategy, based on which a small 7-degree-of-freedom (DOF) auxiliary venipuncture blood collection (VPBC) robot using a trocar needle was designed. The robot consists of a position and orientation adjustment mechanism and a RFCP end-effector, which can perform RFCP to avoid piercing the blood vessel’s lower wall during puncture. The inverse kinematics solution and validation of the robot were analyzed based on the differential evolution algorithm, after which the quintic polynomial interpolation algorithm was applied to achieve the robot trajectory planning control. Finally, the VPBC robot prototype was developed for experiments. The trajectory planning experiment verified the correctness of the inverse kinematics solution and trajectory planning, and the composite puncture blood collection experiment verified the feasibility of the RFCP strategy."
doi:10.1038/s41467-024-48421-y,10.1038/s41467-024-48421-y,A fully autonomous robotic ultrasound system for thyroid scanning,2024,https://doi.org/10.1038/s41467-024-48421-y,Crossref; Europe PMC; OpenAlex,10.1038/s41467-024-48421-y; MED/38734697; https://openalex.org/W4396821882,epmc_arxiv; multisource_preferred; openalex_legacy,Active observational sensing; 主动观察式检测,机器人超声; 机器人超声扫描,"[""journal-article""]","Abstract The current thyroid ultrasound relies heavily on the experience and skills of the sonographer and the expertise of the radiologist, and the process is physically and cognitively exhausting. In this paper, we report a fully autonomous robotic ultrasound system, which is able to scan thyroid regions without human assistance and identify malignant nod- ules. In this system, human skeleton point recognition, reinforcement learning, and force feedback are used to deal with the difficulties in locating thyroid targets. The orientation of the ultrasound probe is adjusted dynamically via Bayesian optimization. Experimental results on human participants demonstrated that this system can perform high-quality ultrasound scans, close to manual scans obtained by clinicians. Additionally, it has the potential to detect thyroid nodules and provide data on nodule characteristics for American College of Radiology Thyroid Imaging Reporting and Data System (ACR TI-RADS) calculation."
doi:10.1038/s41467-024-49019-0,10.1038/s41467-024-49019-0,Robotic wireless capsule endoscopy: recent advances and upcoming technologies,2024,https://doi.org/10.1038/s41467-024-49019-0,Crossref,10.1038/s41467-024-49019-0,multisource_preferred,Active observational sensing,磁控/主动胶囊内镜巡检,"[""journal-article""]","Abstract Wireless capsule endoscopy (WCE) offers a non-invasive evaluation of the digestive system, eliminating the need for sedation and the risks associated with conventional endoscopic procedures. Its significance lies in diagnosing gastrointestinal tissue irregularities, especially in the small intestine. However, existing commercial WCE devices face limitations, such as the absence of autonomous lesion detection and treatment capabilities. Recent advancements in micro-electromechanical fabrication and computational methods have led to extensive research in sophisticated technology integration into commercial capsule endoscopes, intending to supersede wired endoscopes. This Review discusses the future requirements for intelligent capsule robots, providing a comparative evaluation of various methods’ merits and disadvantages, and highlighting recent developments in six technologies relevant to WCE. These include near-field wireless power transmission, magnetic field active drive, ultra-wideband/intrabody communication, hybrid localization, AI-based autonomous lesion detection, and magnetic-controlled diagnosis and treatment. Moreover, we explore the feasibility for future “capsule surgeons”."
doi:10.1038/s41467-025-62865-w,10.1038/s41467-025-62865-w,Towards expert-level autonomous carotid ultrasonography with large-scale learning-based robotic system.,2025,https://doi.org/10.1038/s41467-025-62865-w,Europe PMC,MED/40849291,multisource_preferred,Active observational sensing,机器人超声扫描,"[""research-article"", ""Journal Article""]","Carotid ultrasound requires skilled operators due to small vessel dimensions and high anatomical variability, exacerbating sonographer shortages and diagnostic inconsistencies. Prior automation attempts, including rule-based approaches with manual heuristics and reinforcement learning trained in simulated environments, demonstrate limited generalizability and fail to complete real-world clinical workflows. Here, we present UltraBot, a fully learning-based autonomous carotid ultrasound robot, achieving human-expert-level performance through four innovations: (1) A unified imitation learning framework for acquiring anatomical knowledge and scanning operational skills; (2) A large-scale expert demonstration dataset (247,000 samples, 100 × scale-up), enabling embodied foundation models with strong generalization; (3) A comprehensive scanning protocol ensuring full anatomical coverage for biometric measurement and plaque screening; (4) The clinical-oriented validation showing over 90% success rates, expert-level accuracy, up to 5.5 × higher reproducibility across diverse unseen populations. Overall, we show that large-scale deep learning offers a promising pathway toward autonomous, high-precision ultrasonography in clinical practice."
doi:10.1038/s41551-021-00753-6,10.1038/s41551-021-00753-6,Contactless optical coherence tomography of the eyes of freestanding individuals with a robotic scanner.,2021,https://doi.org/10.1038/s41551-021-00753-6,Europe PMC,MED/34253888,epmc_arxiv; multisource_preferred,Active observational sensing; 主动观察式检测,机器人OCT扫描,"[""Research Support, Non-U.S. Gov't"", ""research-article"", ""Journal Article"", ""Research Support, N.I.H., Extramural""]","Clinical systems for optical coherence tomography (OCT) are used routinely to diagnose and monitor patients with a range of ocular diseases. They are large tabletop instruments operated by trained staff, and require mechanical stabilization of the head of the patient for positioning and motion reduction. Here we report the development and performance of a robot-mounted OCT scanner for the autonomous contactless imaging, at safe distances, of the eyes of freestanding individuals without the need for operator intervention or head stabilization. The scanner uses robotic positioning to align itself with the eye to be imaged, as well as optical active scanning to locate the pupil and to attenuate physiological eye motion. We show that the scanner enables the acquisition of OCT volumetric datasets, comparable in quality to those of clinical tabletop systems, that resolve key anatomic structures relevant for the management of common eye conditions. Robotic OCT scanners may enable the diagnosis and monitoring of patients with eye conditions in non-specialist clinics."
doi:10.1038/s41597-025-06047-9,10.1038/s41597-025-06047-9,"A large, paired dataset of robotic and handheld lumbar spine ultrasound with ground-truth CT benchmarking.",2025,https://doi.org/10.1038/s41597-025-06047-9,Europe PMC,MED/41213998,multisource_preferred,Active observational sensing,机器人超声扫描,"[""Dataset"", ""data-paper"", ""Journal Article""]","Musculoskeletal disorders present significant socio-economic challenges globally, requiring innovative diagnostic and therapeutic approaches. Current intraoperative imaging techniques, including computed tomography (CT) and radiography, involve high radiation exposure and limited soft tissue visualization. Ultrasound (US) offers a non-invasive, real-time alternative but is underutilized intraoperatively, as it is highly observer-dependent. US enhanced by artificial intelligence shows high potential for observer-independent surgical guidance, decision support, and robot-assisted applications in orthopedics. Given the limited availability of high-quality, in vivo ultrasound data, we introduce a comprehensive dataset from a collection of handheld 2D US (HUS) and robot-assisted US (RUS) lumbar spine imaging in 63 healthy volunteers. This dataset includes demographic data, HUS and RUS imaging with synchronized 3D positioning data of the US probe, corresponding CT data, and CT-reconstructed 3D models of the lumbar vertebrae L1 to L5, establishing a robust baseline for machine learning algorithms. This extensive collection is the first anatomy dataset for the lumbar spine that includes paired CT, HUS, and RUS imaging, supporting advancements in intraoperative imaging and robot-assisted surgery."
doi:10.1038/s41598-024-55480-0,10.1038/s41598-024-55480-0,Design and testing of ultrasound probe adapters for a robotic imaging platform,2024,https://doi.org/10.1038/s41598-024-55480-0,Crossref,10.1038/s41598-024-55480-0,multisource_preferred,Active observational sensing,机器人超声扫描,"[""journal-article""]","Abstract Medical imaging-based triage is a critical tool for emergency medicine in both civilian and military settings. Ultrasound imaging can be used to rapidly identify free fluid in abdominal and thoracic cavities which could necessitate immediate surgical intervention. However, proper ultrasound image capture requires a skilled ultrasonography technician who is likely unavailable at the point of injury where resources are limited. Instead, robotics and computer vision technology can simplify image acquisition. As a first step towards this larger goal, here, we focus on the development of prototypes for ultrasound probe securement using a robotics platform. The ability of four probe adapter technologies to precisely capture images at anatomical locations, repeatedly, and with different ultrasound transducer types were evaluated across more than five scoring criteria. Testing demonstrated two of the adapters outperformed the traditional robot gripper and manual image capture, with a compact, rotating design compatible with wireless imaging technology being most suitable for use at the point of injury. Next steps will integrate the robotic platform with computer vision and deep learning image interpretation models to automate image capture and diagnosis. This will lower the skill threshold needed for medical imaging-based triage, enabling this procedure to be available at or near the point of injury."
doi:10.1038/s41598-025-31892-4,10.1038/s41598-025-31892-4,Fully automated robotic ultrasound gallbladder imaging with subcostal scanning,2025,https://doi.org/10.1038/s41598-025-31892-4,Crossref; Europe PMC; OpenAlex,10.1038/s41598-025-31892-4; MED/41372569; https://openalex.org/W4417186273,epmc_arxiv; multisource_preferred; openalex_legacy,Active observational sensing; 主动观察式检测,机器人超声; 机器人超声扫描,"[""journal-article""]","Abstract To overcome the operator-dependence of ultrasound (US) imaging, robotic US systems have been widely developed for fully automated scanning. In this study, toward fully automated screening of gallbladder in abdominal US examinations, we propose a scan path planning method and a probe posture control strategy using our robotic US system. The path planning method uses an RGB-D camera to capture changes in the patient’s chest height position due to breathing. This allows the boundary line of the subcostal, which is an important landmark for the gallbladder scan, to be identified, and the scanning path for the robot is automatically generated. Regarding the probe posture control strategy, for proper contact between the probe and the body surface, we combine probe posture control with body surface normal estimation using the RGB-D camera before scanning and deep learning-based visual servoing to avoid shadows during scanning. These were implemented in our robotic US system and feasibility experiments were conducted on six healthy subjects. When the path planning method and the posture control strategy proposed in this study were applied, the detection rate of the gallbladder was 78.3%. These results demonstrate the possibility of fully automated gallbladder screening using the proposed system."
doi:10.1038/s41598-025-88718-6,10.1038/s41598-025-88718-6,Towards autonomous robotic THz-based in vivo skin sensing: the PicoBot,2025,https://doi.org/10.1038/s41598-025-88718-6,Crossref,10.1038/s41598-025-88718-6,multisource_preferred,Active observational sensing,机器人创面/皮肤表面扫描,"[""journal-article""]","Abstract Terahertz (THz) light has the unique properties of being very sensitive to water, non-ionizing, and having sub-millimeter depth resolution, making it suitable for medical imaging. Skin conditions including eczema, psoriasis and skin cancer affect a high percentage of the population and we have been developing a THz probe to help with their diagnosis, treatment and management. Our in vivo studies have been using a handheld THz probe, but this has been prone to positional errors through sensorimotor perturbations and tremors, giving spatially imprecise measurements and significant variations in contact pressure. As the operator tires through extended device use, these errors are further exacerbated. A robotic system is therefore needed to tune the critical parameters and achieve accurate and repeatable measurements of skin. This paper proposes an autonomous robotic THz acquisition system, the PicoBot, designed for non-invasive diagnosis of healthy and diseased skin conditions, based on hydration levels in the skin. The PicoBot can 3D scan and segment out the region of interest on the skin’s surface, precisely position (± 0.5/1 mm/degrees) the probe normal to the surface, and apply a desired amount of force (± 0.1N) to maintain firm contact for the required 60 s during THz data acquisition. The robotic automation improves the stability of the acquired THz signals, reducing the standard deviation of amplitude fluctuations by over a factor of four at 1 THz compared to hand-held mode. We show THz results for skin measurements of volunteers with healthy and dry skin conditions on various parts of the body such as the volar forearm, forehead, cheeks, and hands. The tests conducted validate the preclinical feasibility of the concept along with the robustness and advantages of using the PicoBot, compared to a manual measurement setup."
doi:10.1038/s41598-026-37702-9,10.1038/s41598-026-37702-9,Autonomous path planning for intercostal robotic ultrasound imaging using reinforcement learning,2026,https://doi.org/10.1038/s41598-026-37702-9,Crossref; Europe PMC; OpenAlex,10.1038/s41598-026-37702-9; MED/41673226; https://openalex.org/W7128598646,epmc_arxiv; multisource_preferred; openalex_legacy,Active observational sensing; 主动观察式检测,机器人超声; 机器人超声扫描,"[""journal-article""]","Abstract Ultrasound (US) is widely used in clinical practice for the screening internal organs and guiding interventions. Nonetheless, US imaging suffers from inter- and intra-operator variations. Leveraging the reproducibility offered by robots, robotic ultrasound systems emerge as a promising solution, offering enhanced precision, stability, and repeatability. To realize autonomous US scanning, robot learning algorithms have been widely explored. However, current approaches primarily base the decision-making process for US navigation on 2D US images data, often overlooking the integration of 3D anatomical knowledge, which is a critical component for path planning in anatomically complex regions, such as the intercostal area. To address this limitation, we propose a novel reinforcement learning (RL) approach for intercostal US scanning path planning, leveraging computed tomography (CT) templates and utilizing 3D state representations. To this end, a virtual environment is developed using CT templates with randomly initialized tumors of various shapes and locations as a training environment. In addition, task-specific state representation and reward functions are introduced to encourage the convergence of the training process while minimizing the effects of acoustic attenuation and shadows during scanning. It is important to note that the scope of this work is limited to the autonomous path planning component, while robotic execution and control integration will be addressed in future studies. To validate the effectiveness of the proposed approach, experiments have been carried out on unseen patient models with randomly defined single or multiple scanning targets. The results demonstrate the efficiency of the proposed RL framework in planning non-shadowed US scanning trajectories in areas with limited acoustic access."
doi:10.1038/s44172-024-00264-7,10.1038/s44172-024-00264-7,Large area kidney imaging for pre-transplant evaluation using real-time robotic optical coherence tomography.,2024,https://doi.org/10.1038/s44172-024-00264-7,Europe PMC; OpenAlex,MED/39223332; https://openalex.org/W4402148399,multisource_preferred; openalex_legacy,Active observational sensing; 主动观察式检测,机器人OCT扫描,"[""research-article"", ""Journal Article""]","Optical coherence tomography (OCT) can be used to image microstructures of human kidneys. However, current OCT probes exhibit inadequate field-of-view, leading to potentially biased kidney assessment. Here we present a robotic OCT system where the probe is integrated to a robot manipulator, enabling wider area (covers an area of 106.39 mm by 37.70 mm) spatially-resolved imaging. Our system comprehensively scans the kidney surface at the optimal altitude with preoperative path planning and OCT image-based feedback control scheme. It further parameterizes and visualizes microstructures of large area. We verified the system positioning accuracy on a phantom as 0.0762 ± 0.0727 mm and showed the clinical feasibility by scanning ex vivo kidneys. The parameterization reveals vasculatures beneath the kidney surface. Quantification on the proximal convoluted tubule of a human kidney yields clinical-relevant information. The system promises to assess kidney viability for transplantation after collecting a vast amount of whole-organ parameterization and patient outcomes data."
