source_dbs,source_ids,doi,pmid,title,year,publication_date,work_type,venue,cited_by_count,url,query_tasks,included,exclusion_reason,class_code,class_en,class_zh,primary_task,task_en,task_zh,evidence_tier,abstract
OpenAlex,W2351213905,,,Medical robots and computer assisted navigation used in surgery of orthopaedic trauma,2005,2005-01-01,article,Zhonghua chuangshang guke zazhi,1,https://openalex.org/W2351213905,A8,True,,A,Active observational sensing,主动观察式检测,A8,Robotic ionizing-radiation / nuclear imaging acquisition,机器人电离辐射 / 核医学成像采集,Expanded (abstract-supported),"This paper gives a brief account of current issues, including majo r problems and possible solutions, in application of medical robots and computer assisted orthopaedic surgery (CAOS). Tendency of CAOS development in the future is also discussed. The robot system and present CAOS technology used in our dep artment are introduced. CAOS makes minimally invasive surgery (MIS) further impr oved, by making use of stored patient-specific imaging data to provide guidance during surgical procedures. Images are no longer harvested by conventional tech niques (CT or fluoroscopy) but by Modality-based navigation. Robot-assisted re mote telesurgery can be safely carried out across transoceanic distances. The ab ility to perform complex surgical manipulations from remote locations will elimi nate geographical constraints and make surgical expertise available throughout t he world so as to improve patient treatment and surgical training. Now it is nec essary to establish generally accepted standards for the equipment, operative pr ocedures and result evaluation. With the rapid progress of IT, digital-operatio n room, non-invasive intelligent orthopaedic guidance and robot-assisted remot e telesurgery will became essential components of the future CAOS."
arXiv,0506593v1,10.1051/0004-6361:20053353,,Multi-wavelength observations of PKS 2155-304 with H.E.S.S,2005,2005-06-24,preprint,arXiv [astro-ph],0,http://arxiv.org/abs/astro-ph/0506593v1,A8,True,,A,Active observational sensing,主动观察式检测,A8,Robotic ionizing-radiation / nuclear imaging acquisition,机器人电离辐射 / 核医学成像采集,Expanded (abstract-supported),"The High Energy Stereoscopic System (H.E.S.S.) has observed the high-frequency peaked BL Lac object PKS2155-304 in 2003 between October 19 and November 26 in Very High Energy (VHE) gamma-rays (E>160 GeV for these observations). Observations were carried out simultaneously with the Proportional Counter Array (PCA) on board the Rossi X-ray Timing Explorer satellite (RXTE), the Robotic Optical Transient Search Experiment (ROTSE) and the Nancay decimetric radiotelescope (NRT). Intra-night variability is seen in the VHE band, the source being detected with a high significance on each night it was observed. Variability is also found in the X-ray and optical bands on kilosecond timescales, along with flux-dependent spectral changes in the X-rays. The average H.E.S.S. spectrum shows a very soft power law shape with a photon index of 3.37+/-0.07(stat)+/-0.10(sys). The energy outputs in the 2-10 keV and in the VHE gamma-ray range are found to be similar, with the X-rays and the optical fluxes at a level comparable to some of the lowest historical measurements, indicating that PKS2155-304 was in a low or quiescent state during the observations. Both a leptonic and a hadronic model are used to derive source parameters from these observations."
OpenAlex,W2351764075,,,Navigation in intramedullary nailing of long bone fracture,2005,2005-01-01,article,Zhonghua chuangshang guke zazhi,1,https://openalex.org/W2351764075,A8,True,,A,Active observational sensing,主动观察式检测,A8,Robotic ionizing-radiation / nuclear imaging acquisition,机器人电离辐射 / 核医学成像采集,Expanded (abstract-supported),"Objective This paper illustrates the application of fluoronavigation in intramedullary nailing in long bone fractures (femur and tibia), especially during the procedure of distal locking. We also explore the possibility of distal locking with an image bank of intramedullary nails and under navigation. Furthermore medical robots are being developed to further improve the precision of the procedure. Methods In our hospital, distal locking in 55 cases of femoral nailing and 36 cases of tibial nailing were performed under navigation. Another 13 cases of distal locking were performed with the image bank. Result The overall successful rate of distal locking was 97%. Conclusions Fluoronavigation in distal locking of intramedullary nailing of long bone fractures has achieved a high successful rate. Development of an image bank could further decrease the X-ray exposure suffered by the patient and operation theater staffs."
OpenAlex,W2065161400,10.1002/rcs.40,,Precision placement of instruments for minimally invasive procedures using a “needle driver” robot,2005,2005-01-01,article,International Journal of Medical Robotics and Computer Assisted Surgery,53,https://doi.org/10.1002/rcs.40,A8,True,,A,Active observational sensing,主动观察式检测,A8,Robotic ionizing-radiation / nuclear imaging acquisition,机器人电离辐射 / 核医学成像采集,Expanded (abstract-supported),"Medical practice continues to move toward less invasive procedures. Many of these procedures require the precision placement of a needle in the anatomy. Over the past several years, our research team has been investigating the use of a robotic needle driver to assist the physician in this task. This paper summarizes our work in this area. The robotic system is briefly described, followed by a description of a clinical trial in spinal nerve blockade. The robot was used under joystick control to place a 22 gauge needle in the spines of 10 patients using fluoroscopic imaging. The results were equivalent to the current manual procedure. We next describe our follow-up clinical application in lung biopsy for lung cancer screening under CT fluoroscopy. The system concept is discussed and the results of a phantom study are presented. A start-up company named ImageGuide has recently been formed to commercialize the robot. Their revised robot design is presented, along with plans to install a ceiling-mounted version of the robot in the CT fluoroscopy suite at Georgetown University."
arXiv,0508437v1,10.1086/497643,,ROTSE observations of the young cluster IC 348,2005,2005-08-21,preprint,arXiv [astro-ph],0,http://arxiv.org/abs/astro-ph/0508437v1,A8,True,,A,Active observational sensing,主动观察式检测,A8,Robotic ionizing-radiation / nuclear imaging acquisition,机器人电离辐射 / 核医学成像采集,Expanded (abstract-supported),"CCD observations of stars in the young cluster IC 348 were obtained from 2004 August to 2005 January with a 0.45 m ROTSEIIId robotic reflecting telescope at the Turkish National Observatory site, Bakirlitepe, Turkey. The timing analysis of selected stars whose X-Ray counterpart were detected by Chandra X-Ray Observatory were studied. The time series of stars were searched for rotational periodicity by using different period search methods. 35 stars were found to be periodic with periods ranging from 0.74 to 32.3 days. Eighteen of the 35 periodic stars were new detections. Four of the new detections were CTTSs and the others were WTTSs and G type (or unknown spectral class) stars. In this study, we confirmed the stability of rotation periods of TTauri stars. The periods obtained by Cohen et al. and us were different by 1%. We also confirmed the 3.24 h pulsation period of H254 which is a delta Scuti type star as noted by Ripepi et al. but the other periods detected by them were not found. We examined correlation between X-ray luminosity and rotational period of our sample of TTSs. There is a decline in the rotational period with X-ray luminosity for late type TTSs."
OpenAlex,W2531886884,,,Robot control in minimally invasive surgical procedures,2005,2005-01-01,article,,0,https://openalex.org/W2531886884,A8,True,,A,Active observational sensing,主动观察式检测,A8,Robotic ionizing-radiation / nuclear imaging acquisition,机器人电离辐射 / 核医学成像采集,Expanded (abstract-supported),"This dissertation addresses the topic of robot control in minimally invasive surgical procedures. The field of medical robotics presents numerous emerging applications. An important subclass of these applications takes advantage of the transcutaneous visualization capabilities of medical imaging equipment. This enables surgical robots to manipulate instruments based on medical images for the purpose of precisely deploying instruments within the body in diagnostic and/or localized therapy. Such procedures require specialized image-guidance algorithms for the control of the robot. This dissertation presents a collection of methods for precise instrument placement in image guided minimally invasive surgical procedures. Two methods for X-ray fluoroscopy, commonly known as C-Arm guided placement were developed and tested. These present improvements over the previously reported methods with simplicity, low radiation exposure, and robustness and have significant clinical potential. A new method for CT registration is also presented. The method was initially tested on phantoms and clinically used for kidney biopsies and RF ablations. Respiratory motion compensation was approached from a modelling perspective. A model that can describe the motion of a kidney target was developed. Some of the model parameters are computed from preoperative CT data while the other are identified online. The target position is estimated using an adaptive observer. Using the observer a robot control algorithm for respiratory motion compensation is proposed. The algorithm was tested using the AcuBot robot and the LapMan respiratory phantom. The work could be extended to address the validation of the respiratory model of the kidney in animal experiments and the application to other abdominal organs. The collection of algorithms and methods presented in this dissertation could contribute to the development of a precise automatic system of diagnose and therapy delivery. This could allow for precise delivery of localized therapy to small incipient tumors located deeply within the body, and other minimally invasive procedures so that disease could be early eradicated in the least disruptive manner."
OpenAlex,W2086224675,10.1089/end.2005.19.382,,Robot-Assisted Laparoscopic Dismembered Pyeloplasty: A Combined Experience,2005,2005-04-01,article,Journal of Endourology,93,https://doi.org/10.1089/end.2005.19.382,A8,True,,A,Active observational sensing,主动观察式检测,A8,Robotic ionizing-radiation / nuclear imaging acquisition,机器人电离辐射 / 核医学成像采集,Expanded (abstract-supported),"BACKGROUND AND PURPOSE: The need for advanced laparoscopic skills limits the implementation of laparoscopic pyeloplasty to centers with extensive experience. The introduction of robotic technology into the field of minimally invasive surgery has facilitated complex surgical dissection and genitourinary reconstruction. We report our experience with robot-assisted laparoscopic pyeloplasty using the daVinci Surgical System at three New York City medical centers. PATIENTS AND METHODS: A retrospective review of all robot-assisted laparoscopic Anderson-Hynes dismembered pyeloplasty cases in 18 female and 17 male patients between April 2001 and January 2004 was performed. The average patient age was 39.0 years (range 15-69 years). All patients had symptoms or radiographic evidence of ureteropelvic junction (UPJ) obstruction. Robotic assistance with the daVinci Surgical System was employed after preparation of the UPJ with a standard laparoscopic approach. RESULTS: The mean operative time and suturing time was 216.4 +/- 52.9 minutes and 63.0 +/- 14.2 minutes, respectively. The average estimated blood loss was minimal at 73.9 +/- 58.3 mL. The mean length of hospitalization was 69.4 hours (range 28-310 hours). The average use of intravenous morphine was 28.4 mg (range 0-162 mg). There were no intraoperative complications or open conversions. A mean follow-up of 7.9 months revealed a success rate of 94%, with two patients requiring further treatment. CONCLUSIONS: This combined multi-institutional series reveals that robot-assisted pyeloplasty with the daVinci Surgical System is safe and reproducible. These intermediate results appear comparable to those of open and laparoscopic pyeloplasty repairs."
OpenAlex,W3197813861,,,Robot-assisted Long Bone Fractures Realignment,2005,2005-11-01,article,,0,https://openalex.org/W3197813861,A8,True,,A,Active observational sensing,主动观察式检测,A8,Robotic ionizing-radiation / nuclear imaging acquisition,机器人电离辐射 / 核医学成像采集,Expanded (abstract-supported),"Bones are dynamic structures, being supported by muscles, tendons, and ligaments. When some or all the structures are disturbed i.e. in fractures, the alignment of the bone in respect to the rest of the body is deranged. This gives rise to axial as well as rotational deformity in three dimensional planes. The correct alignment and position of the long bones are to be maintained to heal the bone in the best possible anatomical and functional position. The objective of this research is to address the problems in the current practice involving surgeon, assistant, fluoroscopy and crude mechanical means and to see if a robotic solution exists to solve the problems of manipulating and reducing long bone fractures. This paper presents various design aspects of the proposed surgeon-instructed, image-guided and robotic system including the system design specification, robot design and analysis, motion control and implementation, and x-ray image processing and incorporation in CAD environment."
OpenAlex,W2406339935,,,Robot-assisted laparoscopic dismembered pyeloplasty.,2005,2005-10-27,article,PubMed,54,https://openalex.org/W2406339935,A8,True,,A,Active observational sensing,主动观察式检测,A8,Robotic ionizing-radiation / nuclear imaging acquisition,机器人电离辐射 / 核医学成像采集,Expanded (abstract-supported),"OBJECTIVE: Advanced laparoscopic skills limit the implementation of laparoscopic pyeloplasty to centers with extensive experience. The introduction of robotic technology into the field of minimally invasive surgery has facilitated complex surgical dissection and genitourinary reconstruction. We report our experience with robot-assisted laparoscopic pyeloplasty using the da Vinci Robotic Surgical System at 3 New York City medical centers. METHODS: A review of all robot-assisted laparoscopic Anderson-Hynes dismembered pyeloplasty cases in 38 patients (21 females, 17 males) between April 2001 and January 2004 was performed. All patients had symptoms or radiographic evidence of ureteropelvic junction obstruction. Robotic assistance with the da Vinci Robotic Surgical System was used after preparation of the ureteropelvic junction with a standard laparoscopic approach. RESULTS: The average patient age was 39.3 years (range, 15 to 69). The mean operative time and suturing time were 225.6+/-59.3 minutes and 64.2+/-14.6 minutes. The average estimated blood loss was minimal at 77.3+/-55.3 mL. The mean length of hospitalization was 69.6 hours (range, 28 to 310). The average use of intravenous morphine was 26.5 mg (range, 0 to 162). No intraoperative complications occurred, and open conversions were not necessary. A mean follow-up of 12.2 months revealed a success rate of 94.7% with 2/38 patients requiring further treatments. CONCLUSIONS: This combined multi-institutional series reveals that robot-assisted pyeloplasty with the da Vinci Surgical System is safe and reproducible. These intermediate results appear comparable to results with open and laparoscopic pyeloplasty repairs."
OpenAlex,W2082466242,10.1118/1.1997621,,SU‐FF‐J‐75: Geometric Calibration of An Extended View C‐Arm Platform for Cone‐Beam CT,2005,2005-05-26,article,Medical Physics,0,https://doi.org/10.1118/1.1997621,A8,True,,A,Active observational sensing,主动观察式检测,A8,Robotic ionizing-radiation / nuclear imaging acquisition,机器人电离辐射 / 核医学成像采集,Expanded (abstract-supported),"Purpose: A mobile C‐arm with a versatile detector mount (providing extended field‐of‐view) has been developed for multi‐mode fluoroscopy and cone‐beam CT image‐guidance of surgical procedures. Geometric calibration estimating a set of parameters that fully describe the geometry of the systems is essential for the accurate image reconstruction and precise surgical guidance. We have developed a general analytic method to calibrate this system. Method and Materials: The platform for the extended view C‐arm for Cone‐beam CT is a Siemens PowerMobil. Field of view can be extended originally from 18×24 to 18×40 cm 2 with the computer controlled linear guide system attached to the arm to displace the position of the imaging detector. It allows imaging objects such as pelvis of patients on C‐arm. The calibration phantom, modified to fit in the field of view, consists of 16 ball bearings precisely located in two circular trajectories in a cylindrical plastic phantom. All the geometric parameters including source position, and detector position and rotation with respect to gantry angle are found at various detector shifts. The calibration algorithm previously developed and verified at the cone‐beam CT systems on optical bench and clinical linear accelerator was applied. Results: The uncertainty of the calibration algorithm is less than 0.6° (out of plan) and 0.01° (in plan) in detector angles, 0.01mm (normal to the beam direction) and 1.4mm (beam direction) in x‐ray source/detector position. Repeatability of the center of the detector in various gantry angle and detector shift was less than 1 pixel size. Optimal weight of the counter valance for precise motion of the extended view C‐arm was also found using the calibration parameters. Conclusion: Overall, a robust method has been developed for an accurate geometric calibration of systems demonstrating non‐ideal trajectory. This will allow an accurate cone‐beam CT reconstruction and manual/robot‐assisted image guided surgical procedures."
arXiv,0502326v1,10.1086/429666,,Swift XRT and VLT Observations of the Afterglow of GRB 041223,2005,2005-02-16,preprint,arXiv [astro-ph],0,http://arxiv.org/abs/astro-ph/0502326v1,A8,True,,A,Active observational sensing,主动观察式检测,A8,Robotic ionizing-radiation / nuclear imaging acquisition,机器人电离辐射 / 核医学成像采集,Expanded (abstract-supported),"The Swift Gamma-Ray Burst Explorer, launched on 2004 November 20, is a multiwavelength, autonomous, rapid-slewing observatory for gamma-ray burst (GRB) astronomy. On 2004 December 23, during the activation phase of the mission, the Swift X-Ray Telescope (XRT) was pointed at a burst discovered earlier that day by the Swift Burst Alert Telescope. A fading, uncataloged X-ray source was discovered by the XRT and was observed over a period of about 3 hours, beginning 4.6 hours after the burst. The X-ray detection triggered a VLT observation of the optical/NIR counterpart, located about 1.1 arcseconds from the XRT position. The X-ray counterpart faded rapidly, with a power law index of -1.72 +/- 0.20. The average unabsorbed X-ray flux 4.6-7.9 hours after the burst was 6.5 x 10^{-12} erg cm^{-2} s^{-1} in the 0.5-10 keV band, for a power-law spectrum of photon index 2.02 +/- 0.13 with Galactic absorption. The NIR counterpart was observed at three epochs between 16 and 87 hours after the burst, and faded with a power-law index of -1.14 +/- 0.08 with a reddening-corrected SED power-law slope of -0.40 +/- 0.03. We find that the X-ray and NIR data are consistent with a two-component jet in a wind medium, with an early jet break in the narrow component and an underlying electron index of 1.8-2.0."
arXiv,0507410v1,10.1007/s11214-005-5096-3,,The Burst Alert Telescope (BAT) on the Swift MIDEX Mission,2005,2005-07-18,preprint,arXiv [astro-ph],0,http://arxiv.org/abs/astro-ph/0507410v1,A8,True,,A,Active observational sensing,主动观察式检测,A8,Robotic ionizing-radiation / nuclear imaging acquisition,机器人电离辐射 / 核医学成像采集,Expanded (abstract-supported),"The Burst Alert Telescope (BAT) is one of 3 instruments on the Swift MIDEX spacecraft to study gamma-ray bursts (GRBs). The BAT first detects the GRB and localizes the burst direction to an accuracy of 1-4 arcmin within 20 sec after the start of the event. The GRB trigger initiates an autonomous spacecraft slew to point the two narrow field-of-view (FOV) instruments at the burst location within 20-70 sec so to make follow-up x-ray and optical observations. The BAT is a wide-FOV, coded-aperture instrument with a CdZnTe detector plane. The detector plane is composed of 32,768 pieces of CdZnTe (4x4x2mm), and the coded-aperture mask is composed of approximately 52,000 pieces of lead (5x5x1mm) with a 1-m separation between mask and detector plane. The BAT operates over the 15-150 keV energy range with approximately 7 keV resolution, a sensitivity of approximately 10E-8 erg*cm^-2*s^-1, and a 1.4 sr (half-coded) FOV. We expect to detect >100 GRBs/yr for a 2-year mission. The BAT also performs an all-sky hard x-ray survey with a sensitivity of approximately 2 mCrab (systematic limit) and it serves as a hard x-ray transient monitor."
arXiv,0506133v1,10.1051/0004-6361:20052968,,X-ray outburst of 4U 0115+634 and ROTSE Observations of its Optical Counterpart V635 Cas,2005,2005-06-07,preprint,arXiv [astro-ph],0,http://arxiv.org/abs/astro-ph/0506133v1,A8,True,,A,Active observational sensing,主动观察式检测,A8,Robotic ionizing-radiation / nuclear imaging acquisition,机器人电离辐射 / 核医学成像采集,Expanded (abstract-supported),"ROTSE IIId (The Robotic Optical Transient Experiment) observations of X-ray binary system 4U 0115+634/V635 Cas obtained during 2004 June and 2005 January make possible, for the first time, to study the correlation between optical and type II X-ray outbursts. The X-ray outburst sharply enhanced after periastron passage where the optical brightness was reduced by 0.3 magnitude for a few days. We interpret the sharp reduction of optical brightness as a sign of mass ejection from the outer parts of the disc of the Be star. After this sharp decrease, the optical brightness healed and reached the pre X-ray outburst level. Afterwards, gradual decrease of the optical brightness followed a minimum then a gradual increase started again. Qualitatively, change of optical lightcurve suggests a precession of the Be star disc around a few hundred days. We also investigate the periodic signatures from the archival RXTE-ASM (Rossi X-ray Timing Explorer - All Sky Monitor) light curve covering a time span of $\sim 9$ years. We find significant orbital modulation in the ASM light curve during the type I X-ray outburst."
OpenAlex,W2062782049,10.1016/s0021-9290(06)84824-4,,A robotic radiographic imaging platform for observation of dynamic skeletal motion and tomography,2006,2006-01-01,article,Journal of Biomechanics,5,https://doi.org/10.1016/s0021-9290(06)84824-4,A8,True,,A,Active observational sensing,主动观察式检测,A8,Robotic ionizing-radiation / nuclear imaging acquisition,机器人电离辐射 / 核医学成像采集,Core (title-explicit),
OpenAlex,W2591008448,,,D-SPECT: A new solid state camera for high speed molecular imaging,2006,2006-05-01,article,,25,https://openalex.org/W2591008448,A8,True,,A,Active observational sensing,主动观察式检测,A8,Robotic ionizing-radiation / nuclear imaging acquisition,机器人电离辐射 / 核医学成像采集,Expanded (abstract-supported),"542 Objectives: For 50 years, physicists have been struggling with the inherent trade-off between spatial resolution and sensitivity associated with radionuclide imaging. A novel technology (D-SPECT) constituting a radical departure from the conventional Anger camera (A-SPECT) has been developed. The aim of this study was to demonstrate the order of magnitude increase in sensitivity and improved spatial resolution of D- SPECT ( Spectrum-Dynamics, Haifa, Israel), as compared to Anger camera SPECT (A-SPECT). Methods: The novel technology employs ten detector columns, tungsten collimators with large holes and an acceptance angle of nearly five times that of the standard parallel-hole collimator in front of cadmium zinc telluride (CZT) crystals. The detector columns rotate and concentrate on the object of interest viewing it from thousands of different angles. The acquired data are processed by innovative iterative algorithms. A NEMA phantom with three 2.7 mCi Co-57 line sources, each of 1 mm diameter and 20cm in length, was employed to demonstrate the inherent resolution of the two systems. With each system, time of acquisition and resolution was measured (FWHM). Mapping of the usable field of view (UFOV) was carried out by imaging a 2.7 mCi Co-57 point source of 1mm moved on a 30 x 29 x 12 cm grid in 150 x 145 x 60 mm steps throughout the UFOV by a robotic arm. Results: For the NEMA phantom, total scan time for D-SPECT was 128 seconds and a resolution of 7 mm in the x-axis and 6.5 mm in the y-axis was demonstrated for the central rod. Total scan time for A-SPECT (GE Millenium VG) with a high resolution collimator was 900 seconds and demonstrated a resolution of 12.6 mm in the x-axis and 13.6 mm in the y-axis for the central rod. Mapping of the UFOV demonstrated an average resolution of 8.4 mm, 7.9 mm and 5.8 mm (std. dev. 2.6mm, 2.7mm, 2.1mm) in the x,y,and z axis. The most centrally located point demonstrated a sensitivity of 1407 counts/µCi/min; as opposed to 160-240 counts/µCi/min range generally observed with standard cameras. Conclusions: D-SPECT has demonstrated an order of magnitude improvement in sensitivity and ~2-fold improvement in spatial resolution. The marked increase in sensitivity and spatial resolution could enable the use of low-dose radiopharmaceuticals, dynamic imaging with absolute measurements of tissue perfusion, as well as parametric representation of molecular function."
OpenAlex,W2551788641,,,DOES IMPROVED INSTRUMENTATION RESULT IN BETTER ALIGNMENT IN TOTAL KNEE REPLACEMENT,2006,2006-05-01,article,Orthopaedic Proceedings,0,https://openalex.org/W2551788641,A8,True,,A,Active observational sensing,主动观察式检测,A8,Robotic ionizing-radiation / nuclear imaging acquisition,机器人电离辐射 / 核医学成像采集,Expanded (abstract-supported),"Introduction: Correct prosthesis alignment and joint line reproduction in total knee replacement (TKR) is vital for a successful clinical outcome. It is acknowledged that the ideal coronal alignment of the knee following TKR should be between 4–10 degrees of valgus. A neutral or varus knee is associated with a higher failure rate. Previous studies have shown that ideal alignment is achieved in only around two-thirds of cases. Joint line elevation >8mm has been associated with inferior clinical outcome, and depression associated with retropatellar pain and increased risk of patella subluxation. Recently, modifications have been made to the Kine-max-Plus Total Knee System instrumentation, theoretically providing better internal fixation to prevent a varus cut and a 12 mm measured resection from the “normal” tibial plateau. This study aims to examine whether these changes result in an improvement in alignment, and a more reliable restoration of joint line. Materials and Methods: Two consecutive series, each of 75 patients who had undergone TKR using either the old (Group A) or the new (Group B) instrumentation were included in the study. Antero-posterior and lateral preoperative and postoperative knee radiographs were assessed using the American knee society radiographic analysis for prosthesis postionoing by 2 independent observers. The Tibial and Femoral Component Angles in the coronal plane (cTCA and cFCA) and in the sagittal plane (sTCA and sFCA) were measured, as was the change in joint line height. Conclusion: Our results suggest that use of the new instrumentation is associated with better restoration of joint line, and is more effective in preventing implantation of the tibial component in varus. These figures relating to a modern instrumentation system provide a yardstick against which computer assisted and robotic surgery can be judged. Long-term follow-up will be required to assess the clinical significance of these results."
OpenAlex,W2326685529,10.1055/s-2006-947759,,EUS Placement of Fiducials in Pancreatic Cancer,2006,2006-06-01,article,Endoscopy,0,https://doi.org/10.1055/s-2006-947759,A8,True,,A,Active observational sensing,主动观察式检测,A8,Robotic ionizing-radiation / nuclear imaging acquisition,机器人电离辐射 / 核医学成像采集,Expanded (abstract-supported),"Background: Radiosurgical (Cyberknife, Accuray, Inc., Sunnyvate, CA) treatment of pancreatic tumors requires placement of fiducial markers to enable computer tracking of tumor during radiation delivery. Fiducial placement in pancreatic cancer has previously been done at surgery. We present a method of fiducial placement done with endoscopic ultrasound. Methods: A 72 year old male with previously treated pancreatic cancer was identified as a candidate for treatment of the tumor bed with radiation by the Cyberknife radiosurgical system. The patient underwent endoscopic ultrasound (EUS) for tumor localization and subsequent fiducial (5mm gold wire) placement through the endoscope and across the duodenal wall. Localization of the fiducial was confirmed at the time of endoscopy with ultrasound and with fluoroscopy, and later with computerized tomographic (CT) scanning. Results: EUS and fluoroscopy provided immediate confirmation of the location of the fiducial in the center of the tumor. This was reconfirmed by subsequent CT scanning during the treatment planning portion of his radiosurgical protocol. During the 6 week follow up period he developed no evidence of infection and the fiducial moved with the tumor in the respiratory cycle as assessed by orthogonal CT localization, and performed well as a target locator. Conclusion: Fiducial placement for target localization in pancreatic cancer can be performed safely and effectively by EUS. A frameless stereotactic radiosurgical system (Cyberknife) has recently been developed and is now FDA approved for delivery of external beam radiotherapy (EBRT) to any site in the body. Using real time computed tomography (CT) coupled to robotic arm movement, digital imaging and orthogonal plane tracking of delivered radiation; EBRT can be delivered in a precise, accurate and conformal manner to tumor sites throughout the body."
arXiv,0603181v1,10.1086/506170,,High Quality Early Time Light Curves of GRB 060206: Implications for Gamma Ray Burst Environments and Energetics,2006,2006-03-08,preprint,arXiv [astro-ph],0,http://arxiv.org/abs/astro-ph/0603181v1,A8,True,,A,Active observational sensing,主动观察式检测,A8,Robotic ionizing-radiation / nuclear imaging acquisition,机器人电离辐射 / 核医学成像采集,Expanded (abstract-supported),"The 2-m robotic Liverpool Telescope (LT) reacted promptly to the high-redshift (z=4.048) gamma-ray burst GRB 060206. The afterglow was identified automatically and multicolor r'i'z' imaging was triggered without human intervention. Combining our data with those obtained from later follow-ups provides a well-sampled optical light-curve from 5 minutes to >2d after the gamma event. The light-curve is highly structured with at least three bumps evident in the first 75 minutes, including a major rebrightening (Delta_r'=-1.6 at t=3000s), interpreted as late energy injection. At early time (t=440s), we find evidence for fast (Delta t_(rest)<4s<<t) variability, indicating on-going internal-engine activity. We emphasise that a low redshift GRB (z<1) with similar intrinsic properties would have been interpreted completely differently due to undersampling of the light curve in the rest frame at early times; the light-curve behaviour of GRB 060206 should therefore not be considered peculiar. Finally, although the observed late-time steepening of the optical light curve resembles a jet break if taken in isolation, the lack of a corresponding change in the X-ray slope rules out a jet-break interpretation. Traditionally, GRB jet breaks have been inferred from optical data in the absence of simultaneous X-ray data. We suggest therefore that current estimates of the jet opening angle distribution might be biased by events like GRB060206. Consequently, the GRB explosion energy distribution and event rates may have to be revised."
OpenAlex,W2169616182,10.1080/13645700600674179,,Interventional robotic systems: Applications and technology state‐of‐the‐art,2006,2006-01-01,article,Minimally Invasive Therapy & Allied Technologies,198,https://doi.org/10.1080/13645700600674179,A8,True,,A,Active observational sensing,主动观察式检测,A8,Robotic ionizing-radiation / nuclear imaging acquisition,机器人电离辐射 / 核医学成像采集,Expanded (abstract-supported),"Many different robotic systems have been developed for invasive medical procedures. In this article we will focus on robotic systems for image-guided interventions such as biopsy of suspicious lesions, interstitial tumor treatment, or needle placement for spinal blocks and neurolysis. Medical robotics is a young and evolving field and the ultimate role of these systems has yet to be determined. This paper presents four interventional robotics systems designed to work with MRI, CT, fluoroscopy, and ultrasound imaging devices. The details of each system are given along with any phantom, animal, or human trials. The systems include the AcuBot for active needle insertion under CT or fluoroscopy, the B-Rob systems for needle placement using CT or ultrasound, the INNOMOTION for MRI and CT interventions, and the MRBot for MRI procedures. Following these descriptions, the technology issues of image compatibility, registration, patient movement and respiration, force feedback, and control mode are briefly discussed. It is our belief that robotic systems will be an important part of future interventions, but more research and clinical trials are needed. The possibility of performing new clinical procedures that the human cannot achieve remains an ultimate goal for medical robotics. Engineers and physicians should work together to create and validate these systems for the benefits of patients everywhere."
OpenAlex,W1995471376,10.1111/j.1464-410x.2006.05967.x,,Laparoscopic robotic‐assisted management of pelvi‐ureteric junction obstruction in patients with horseshoe kidneys: technique and 1‐year follow‐up,2006,2006-02-10,article,British Journal of Urology,61,https://doi.org/10.1111/j.1464-410x.2006.05967.x,A8,True,,A,Active observational sensing,主动观察式检测,A8,Robotic ionizing-radiation / nuclear imaging acquisition,机器人电离辐射 / 核医学成像采集,Expanded (abstract-supported),"Authors from France describe their experience, in a small series of patients with pelvi‐ureteric junction obstruction, of laparoscopic robotic‐assisted pyeloplasty, and present their operative results with a 1‐year follow‐up. The accuracy of MRI renal angiography and venography in predicting vascular anatomy before donor nephrectomy is presented by authors from the UK. They present evidence suggesting that this technique has the advantage over CT of having virtually no side‐effects, and felt it was a good investigation. OBJECTIVE To report our experience with laparoscopic robotic‐assisted management of pelvi‐ureteric junction obstruction (PUJO) in patients with horseshoe kidneys. PATIENTS AND METHODS Between January 2002 and May 2003, two men and a woman with horseshoe kidneys (mean age 44.6 years) had laparoscopic dismembered pyeloplasty with robotic assistance for PUJO with no division of the isthmus. Two patients had renal stones which were extracted during surgery. None of the patients had had previous abdominal surgery. RESULTS The mean operative duration was 148.3 min, the mean estimated blood loss was &lt;100 mL and the mean hospital stay was 7.6 days. Renal function was preserved in all three patients during the immediate and long‐term follow‐up as measured by intravenous urography. The three patients had durable clinical and radiographic success during a mean follow‐up of 21 months. One patient needed complementary extracorporeal shockwave lithotripsy, and one had an episode of pyelonephritis, which was treated successfully. There were no other significant complications before or after surgery. CONCLUSION Laparoscopic robotic‐assisted pyeloplasty for horseshoe kidney is safe and feasible, offering the advantages of minimally invasive surgical procedures with enhanced laparoscopic skills related to the use of the robot."
