task_code,task,paper_key,title,year,doi,sources,record_urls,public_available,public_urls,screening
A3,磁控/主动胶囊内镜,doi:10.1510/icvts.2005.116871,Small intestine capsule endoscopy in magnetic suspended axial left ventricular assist device patient,2005,10.1510/icvts.2005.116871,OpenAlex,https://openalex.org/W2104906834,yes,https://academic.oup.com/icvts/article-pdf/5/1/1/2403698/5-1-1.pdf,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.1055/a-1881-4369,"Small-sized versus standard magnetic capsule endoscopy in adults: a two-center, double-blinded randomized controlled trial",2022,10.1055/a-1881-4369,Europe PMC; OpenAlex,https://europepmc.org/article/MED/35820437; https://openalex.org/W4285093989,no_location_identified,,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.1016/j.jmbbm.2014.07.032,Soft material adhesion characterization for in vivo locomotion of robotic capsule endoscopes: Experimental and modeling results.,2014,10.1016/j.jmbbm.2014.07.032,Europe PMC,https://europepmc.org/article/MED/25151447,no_location_identified,,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.1016/j.ijmecsci.2022.107156,Speed optimisation and reliability analysis of a self-propelled capsule robot moving in an uncertain frictional environment,2022,10.1016/j.ijmecsci.2022.107156,Crossref; OpenAlex,https://doi.org/10.1016/j.ijmecsci.2022.107156; https://openalex.org/W4214672491,yes,https://www.sciencedirect.com/science/article/pii/S0020740322000832/pdf,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.1016/j.vgie.2019.03.003,Standardized examination procedure of magnetically controlled capsule endoscopy,2019,10.1016/j.vgie.2019.03.003,Europe PMC; OpenAlex,https://europepmc.org/article/MED/31194028; https://openalex.org/W2947193447,yes,http://www.videogie.org/article/S2468448119300542/pdf; https://pmc.ncbi.nlm.nih.gov/articles/PMC6545453/,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.1111/den.13520,Standing‐type magnetically guided capsule endoscopy versus gastroscopy for gastric examination: multicenter blinded comparative trial,2019,10.1111/den.13520,Europe PMC; OpenAlex,https://europepmc.org/article/MED/31483889; https://openalex.org/W2971467399,yes,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/den.13520; https://pmc.ncbi.nlm.nih.gov/articles/PMC7318584/,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.1299/jsmekansai.2021.96.2704,Study on self-propelled actuators for capsule endoscopes,2021,10.1299/jsmekansai.2021.96.2704,Crossref,https://doi.org/10.1299/jsmekansai.2021.96.2704,no_location_identified,,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.1016/j.gie.2017.03.708,Su1192 Predictors of Active Small Bowel Bleeding Warrant Early Capsule Endoscopy,2017,10.1016/j.gie.2017.03.708,Crossref,https://doi.org/10.1016/j.gie.2017.03.708,no_location_identified,,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.1016/j.gie.2011.03.606,Su1552 Retrograde Colon Capsule Endoscopy From Anus Using a New Self-Propelling Capsule; The First Human Trial,2011,10.1016/j.gie.2011.03.606,Crossref; OpenAlex,https://doi.org/10.1016/j.gie.2011.03.606; https://openalex.org/W2023990642,yes,http://www.giejournal.org/article/S0016510711008261/pdf,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.1007/s00464-012-2271-y,Surgical evaluation of a novel tethered robotic capsule endoscope using micro-patterned treads.,2012,10.1007/s00464-012-2271-y,Europe PMC,https://europepmc.org/article/MED/22538681,no_location_identified,,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.1109/embc.2014.6945239,Technical feasibility of patient-friendly screening and treatment of digestive disease by remote control robotic capsule endoscopes via the internet.,2014,10.1109/embc.2014.6945239,Europe PMC,https://europepmc.org/article/MED/25571607,no_location_identified,,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.3109/00365521.2014.923503,The capsule endoscopy “suspected blood indicator” (SBI) for detection of active small bowel bleeding: no active bleeding in case of negative SBI,2014,10.3109/00365521.2014.923503,OpenAlex,https://openalex.org/W2166096329,no_location_identified,,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.3389/fmed.2021.610563,The Detective Value of Magnetically Controlled Robotic Capsule Endoscopy in Patients With Suspected Small Intestinal Disease,2021,10.3389/fmed.2021.610563,Europe PMC; OpenAlex,https://europepmc.org/article/MED/34113626; https://openalex.org/W3165614417,yes,https://pmc.ncbi.nlm.nih.gov/articles/PMC8185303/; https://www.frontiersin.org/articles/10.3389/fmed.2021.610563/pdf,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.1016/j.compbiomed.2015.03.014,The role of magnetic assisted capsule endoscopy (MACE) to aid visualisation in the upper GI tract,2015,10.1016/j.compbiomed.2015.03.014,OpenAlex,https://openalex.org/W1984825371,no_location_identified,,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.1111/jgh.16310,The use of magnet-controlled capsule endoscopy as the initial diagnostic tool in patients with acute upper gastrointestinal bleeding.,2023,10.1111/jgh.16310,Europe PMC,https://europepmc.org/article/MED/37534802,no_location_identified,,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.1109/access.2020.3012533,Three-Dimensional Localization of a Robotic Capsule Endoscope Using Magnetoquasistatic Field,2020,10.1109/access.2020.3012533,OpenAlex,https://openalex.org/W3045640710,yes,https://ieeexplore.ieee.org/ielx7/6287639/8948470/09151146.pdf,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.1038/s41598-025-10839-9,Toward automatic and reliable evaluation of human gastric motility using magnetically controlled capsule endoscope and deep learning.,2025,10.1038/s41598-025-10839-9,Europe PMC,https://europepmc.org/article/MED/40676082,yes,https://pmc.ncbi.nlm.nih.gov/articles/PMC12271307/,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.1115/dmd2017-3391,Towards Recovering a Lost Degree of Freedom in Magnet-Driven Robotic Capsule Endoscopy,2017,10.1115/dmd2017-3391,Crossref; OpenAlex,https://doi.org/10.1115/dmd2017-3391; https://openalex.org/W2609523966,yes,https://asmedigitalcollection.asme.org/BIOMED/proceedings-pdf/DMD2017/40672/V001T08A011/4449581/v001t08a011-dmd2017-3391.pdf,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,title:trajectoryfollowingstrategiesforwirelesscapsuleendoscopyunderreciprocallyrotatingmagneticactuationinatubularenvironment,Trajectory Following Strategies for Wireless Capsule Endoscopy under Reciprocally Rotating Magnetic Actuation in a Tubular Environment,2021,,arXiv,http://arxiv.org/abs/2108.11620v2,yes,http://arxiv.org/pdf/2108.11620v2,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.1007/s11548-025-03445-7,Transformer-based robotic ultrasound 3D tracking for capsule robot in GI tract.,2025,10.1007/s11548-025-03445-7,Europe PMC,https://europepmc.org/article/MED/40490591,no_location_identified,,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.1016/j.gie.2008.03.231,Trial of Driving Capsule Endoscopy Using a Magnetic Field,2008,10.1016/j.gie.2008.03.231,OpenAlex,https://openalex.org/W1970847085,no_location_identified,,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.1016/j.jfma.2025.09.035,Usefulness of a novel wired magnetic-assisted capsule endoscopy in stable patients with acute upper gastrointestinal bleeding: A prospective cohort study.,2026,10.1016/j.jfma.2025.09.035,Europe PMC,https://europepmc.org/article/MED/41027770,no_location_identified,,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.1016/j.gie.2020.05.027,Use of artificial intelligence for detection of gastric lesions by magnetically controlled capsule endoscopy,2020,10.1016/j.gie.2020.05.027,OpenAlex,https://openalex.org/W3032158266,no_location_identified,,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.1007/s12213-016-0090-2,Vision-based haptic feedback for capsule endoscopy navigation: a proof of concept,2016,10.1007/s12213-016-0090-2,OpenAlex,https://openalex.org/W2397600741,no_location_identified,,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.1371/journal.pone.0139878,What Kind of Capsule Endoscope Is Suitable for a Controllable Self-Propelling Capsule Endoscope? Experimental Study Using a Porcine Stomach Model for Clinical Application (with Videos),2015,10.1371/journal.pone.0139878,OpenAlex,https://openalex.org/W2100169653,yes,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0139878&type=printable,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.1109/cicc53496.2022.9772802,Wireless Frequency-Division Multiplexed 3D Magnetic Localization for Low Power Sub-mm Precision Capsule Endoscopy,2022,10.1109/cicc53496.2022.9772802,OpenAlex,https://openalex.org/W4280608359,no_location_identified,,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.1109/scvt.2011.6101305,Wireless power and data transmission for robotic capsule endoscopes,2011,10.1109/scvt.2011.6101305,OpenAlex,https://openalex.org/W2077797047,no_location_identified,,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.1109/icma.2011.5985662,Wireless power transfer system for capsule endoscopy based on strongly coupled magnetic resonance theory,2011,10.1109/icma.2011.5985662,OpenAlex,https://openalex.org/W2166897163,no_location_identified,,precision automated title candidate; manual verification pending
A4,机器人支气管镜观察/导航,doi:10.1016/j.mayocp.2025.11.015,2000 Peripheral Pulmonary Lesions Sampled by Shape-Sensing Robotic-Assisted Bronchoscopy and Mobile Cone-Beam Computed Tomography: The Mayo Clinic Experience.,2026,10.1016/j.mayocp.2025.11.015,Europe PMC,https://europepmc.org/article/MED/41784586,no_location_identified,,precision automated title candidate; manual verification pending
A4,机器人支气管镜观察/导航,doi:10.1016/j.lungcan.2026.109020,71 Prospective evaluation of Robotic Navigation Bronchoscopy in the diagnosis and management of low-risk lung nodules,2026,10.1016/j.lungcan.2026.109020,Crossref,https://doi.org/10.1016/j.lungcan.2026.109020,no_location_identified,,precision automated title candidate; manual verification pending
A4,机器人支气管镜观察/导航,doi:10.1164/ajrccm-conference.2020.201.1_meetingabstracts.a6780,A Case Series of Intra-Procedure Cone Beam Computed Tomography Utilizing Monarch™ Robotic Navigational Bronchoscopy,2020,10.1164/ajrccm-conference.2020.201.1_meetingabstracts.a6780,OpenAlex,https://openalex.org/W3040900209,yes,https://www.atsjournals.org/doi/pdf/10.1164/ajrccm-conference.2020.201.1_MeetingAbstracts.A6780,precision automated title candidate; manual verification pending
A4,机器人支气管镜观察/导航,doi:10.21203/rs.3.rs-8414938/v1,A Dual‑Agent Learning Framework Enables Level 3+ Autonomous Robotic Bronchoscopy,2026,10.21203/rs.3.rs-8414938/v1,Europe PMC; OpenAlex,https://europepmc.org/article/PPR/PPR1151505; https://openalex.org/W7127975480,yes,https://www.researchsquare.com/article/rs-8414938/latest.pdf,precision automated title candidate; manual verification pending
A4,机器人支气管镜观察/导航,doi:10.1038/s41467-023-44385-7,AI co-pilot bronchoscope robot,2024,10.1038/s41467-023-44385-7,Europe PMC; OpenAlex,https://europepmc.org/article/MED/38172095; https://openalex.org/W4390562463,yes,https://pmc.ncbi.nlm.nih.gov/articles/PMC10764930/; https://www.nature.com/articles/s41467-023-44385-7.pdf,precision automated title candidate; manual verification pending
A4,机器人支气管镜观察/导航,doi:10.1183/23120541.00970-2025,An autonomous bronchoscopy robot controlled by artificial intelligence (BronchoBot) outperforms experienced bronchoscopists in a simulated setting.,2026,10.1183/23120541.00970-2025,Europe PMC; OpenAlex,https://europepmc.org/article/MED/41993220; https://openalex.org/W4415476897,yes,https://doi.org/10.1183/23120541.00970-2025; https://pmc.ncbi.nlm.nih.gov/articles/PMC13080710/,precision automated title candidate; manual verification pending
A4,机器人支气管镜观察/导航,doi:10.1007/978-3-032-12007-6_6,Anesthesia for Robotic Bronchoscopy,2026,10.1007/978-3-032-12007-6_6,Crossref,https://doi.org/10.1007/978-3-032-12007-6_6,no_location_identified,,precision automated title candidate; manual verification pending
A4,机器人支气管镜观察/导航,doi:10.1109/icra57147.2024.10611673,A Novel Robotic Bronchoscope with a Spring-Based Extensible Segment for Improving Steering Ability,2024,10.1109/icra57147.2024.10611673,Crossref,https://doi.org/10.1109/icra57147.2024.10611673,no_location_identified,,precision automated title candidate; manual verification pending
A4,机器人支气管镜观察/导航,doi:10.1109/lra.2025.3554104,"A Real-Time, Semi-Autonomous Navigation Platform for Soft Robotic Bronchoscopy",2025,10.1109/lra.2025.3554104,Crossref; Europe PMC; OpenAlex,https://doi.org/10.1109/lra.2025.3554104; https://europepmc.org/article/MED/40969572; https://openalex.org/W4408859577,yes,https://pmc.ncbi.nlm.nih.gov/articles/PMC12442719/,precision automated title candidate; manual verification pending
A4,机器人支气管镜观察/导航,doi:10.1016/j.chest.2025.12.037,A Revolution in Robotic Bronchoscopy,2026,10.1016/j.chest.2025.12.037,Crossref,https://doi.org/10.1016/j.chest.2025.12.037,no_location_identified,,precision automated title candidate; manual verification pending
A4,机器人支气管镜观察/导航,doi:10.1177/17534666241259369/v2/response1,"Author response for ""Unlocking the potential of robotic-assisted bronchoscopy: overcoming challenging anatomy and locations""",2024,10.1177/17534666241259369/v2/response1,Crossref,https://doi.org/10.1177/17534666241259369/v2/response1,no_location_identified,,precision automated title candidate; manual verification pending
A4,机器人支气管镜观察/导航,doi:10.1213/ane.0000000000007587,Automated Robotic Airway Insertion Using Flexible Optical Bronchoscope in a Manikin: A Feasibility Pilot Study,2025,10.1213/ane.0000000000007587,Crossref,https://doi.org/10.1213/ane.0000000000007587,no_location_identified,,precision automated title candidate; manual verification pending
A4,机器人支气管镜观察/导航,doi:10.1016/j.chest.2025.09.116,BEYOND THE SCOPE: COST-BENEFIT AND DIAGNOSTIC FACTORS IN COMMUNITY-BASED ROBOTIC BRONCHOSCOPY,2025,10.1016/j.chest.2025.09.116,Crossref,https://doi.org/10.1016/j.chest.2025.09.116,no_location_identified,,precision automated title candidate; manual verification pending
A4,机器人支气管镜观察/导航,doi:10.7759/cureus.62532,Breaking New Ground in Interventional Pulmonology: Integrating Cone Beam CT and Robotic-Assisted Bronchoscopy for High-Risk Pneumothorax in Peripherally Located Solitary Pulmonary Nodules.,2024,10.7759/cureus.62532,Europe PMC,https://europepmc.org/article/MED/38887749,yes,https://pmc.ncbi.nlm.nih.gov/articles/PMC11182144/,precision automated title candidate; manual verification pending
A4,机器人支气管镜观察/导航,doi:10.1109/lra.2024.3426385,Breathing Compensation in Magnetic Robotic Bronchoscopy via Shape Forming,2024,10.1109/lra.2024.3426385,OpenAlex,https://openalex.org/W4400488043,yes,https://discovery.ucl.ac.uk/10197081/1/24-1326_02_MS.pdf,precision automated title candidate; manual verification pending
A4,机器人支气管镜观察/导航,doi:10.48550/arxiv.2403.01483,BronchoCopilot: Towards Autonomous Robotic Bronchoscopy via Multimodal Reinforcement Learning,2024,10.48550/arxiv.2403.01483,OpenAlex,https://openalex.org/W4392487960,yes,https://arxiv.org/pdf/2403.01483,precision automated title candidate; manual verification pending
A4,机器人支气管镜观察/导航,doi:10.1164/ajrccm-conference.2023.207.1_meetingabstracts.a4141,Carcinoid and Adenocarcinoma Diagnosed With Robotic-assisted Bronchoscopy,2023,10.1164/ajrccm-conference.2023.207.1_meetingabstracts.a4141,Crossref,https://doi.org/10.1164/ajrccm-conference.2023.207.1_meetingabstracts.a4141,no_location_identified,,precision automated title candidate; manual verification pending
A4,机器人支气管镜观察/导航,doi:10.1183/13993003.congress-2024.pa1634,Changes in diagnostic patterns in patients with lung cancer following implementation of a shape-sensening robotic-assisted navigation bronchoscopy (SSRAB) platform.,2024,10.1183/13993003.congress-2024.pa1634,Crossref,https://doi.org/10.1183/13993003.congress-2024.pa1634,no_location_identified,,precision automated title candidate; manual verification pending
A4,机器人支气管镜观察/导航,doi:10.1164/ajrccm-conference.2020.201.1_meetingabstracts.a1114,Cognitive Load Association for Electromagnetic Navigational and Robotic Bronchoscopy for Pulmonary Nodules,2020,10.1164/ajrccm-conference.2020.201.1_meetingabstracts.a1114,OpenAlex,https://openalex.org/W3041799602,no_location_identified,,precision automated title candidate; manual verification pending
A4,机器人支气管镜观察/导航,doi:10.1016/j.chest.2022.08.1720,COMBINING REAL-TIME 3-D IMAGING AND AUGMENTED FLUOROSCOPY WITH ROBOTIC BRONCHOSCOPY FOR THE DIAGNOSIS OF PERIPHERAL LUNG NODULES,2022,10.1016/j.chest.2022.08.1720,OpenAlex,https://openalex.org/W4304146097,no_location_identified,,precision automated title candidate; manual verification pending
A4,机器人支气管镜观察/导航,doi:10.1016/j.xjon.2025.09.026,Comment on single anesthesia robotic bronchoscopy.,2025,10.1016/j.xjon.2025.09.026,Crossref; Europe PMC,https://doi.org/10.1016/j.xjon.2025.09.026; https://europepmc.org/article/MED/41473088,yes,https://pmc.ncbi.nlm.nih.gov/articles/PMC12745107/,precision automated title candidate; manual verification pending
A4,机器人支气管镜观察/导航,doi:10.1111/resp.14654,Cone‐beam <scp>CT</scp> imaging for robotic navigation bronchoscopy,2024,10.1111/resp.14654,Crossref; Europe PMC; OpenAlex,https://doi.org/10.1111/resp.14654; https://europepmc.org/article/MED/38326225; https://openalex.org/W4391649560,yes,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/resp.14654,precision automated title candidate; manual verification pending
A4,机器人支气管镜观察/导航,doi:10.1177/17534666241277668/v1/decision1,"Decision letter for ""Procedural times with robotic-assisted bronchoscopy: a high volume single-center study""",2024,10.1177/17534666241277668/v1/decision1,Crossref,https://doi.org/10.1177/17534666241277668/v1/decision1,no_location_identified,,precision automated title candidate; manual verification pending
A4,机器人支气管镜观察/导航,doi:10.1177/17534666241259369/v3/decision1,"Decision letter for ""Unlocking the potential of robotic-assisted bronchoscopy: overcoming challenging anatomy and locations""",2024,10.1177/17534666241259369/v3/decision1,Crossref,https://doi.org/10.1177/17534666241259369/v3/decision1,no_location_identified,,precision automated title candidate; manual verification pending
A4,机器人支气管镜观察/导航,doi:10.1117/12.3047027,Deep depth-supervised simultaneous localization and mapping for autonomous bronchoscopic navigation,2025,10.1117/12.3047027,Crossref,https://doi.org/10.1117/12.3047027,no_location_identified,,precision automated title candidate; manual verification pending
A4,机器人支气管镜观察/导航,doi:10.1109/iros58592.2024.10801862,Design and Modeling of a Thin-walled Multi-segment Continuum Robotic Bronchoscope,2024,10.1109/iros58592.2024.10801862,Crossref,https://doi.org/10.1109/iros58592.2024.10801862,no_location_identified,,precision automated title candidate; manual verification pending
A4,机器人支气管镜观察/导航,doi:10.1016/j.chest.2024.06.3077,DIAGNOSIS OF GRANULOMATOSIS WITH POLYANGIITIS VIA ROBOTIC NAVIGATIONAL BRONCHOSCOPY,2024,10.1016/j.chest.2024.06.3077,Crossref,https://doi.org/10.1016/j.chest.2024.06.3077,no_location_identified,,precision automated title candidate; manual verification pending
A4,机器人支气管镜观察/导航,doi:10.1016/j.chest.2022.08.1745,DIAGNOSTIC YIELD AND COMPLICATIONS USING ROBOTIC-ASSISTED NAVIGATION BRONCHOSCOPY FOR MIXED-DENSITY PULMONARY LESIONS,2022,10.1016/j.chest.2022.08.1745,Crossref,https://doi.org/10.1016/j.chest.2022.08.1745,no_location_identified,,precision automated title candidate; manual verification pending
A4,机器人支气管镜观察/导航,doi:10.1016/j.xjon.2023.08.003,Discussion to: Robotic navigational bronchoscopy in a thoracic surgical practice: Leveraging technology in the management of pulmonary nodules.,2023,10.1016/j.xjon.2023.08.003,Europe PMC,https://europepmc.org/article/MED/38204686,yes,https://pmc.ncbi.nlm.nih.gov/articles/PMC10774941/,precision automated title candidate; manual verification pending
A4,机器人支气管镜观察/导航,doi:10.1016/j.atssr.2025.08.004,Distal Bronchopleural Fistula Closure With Robotic Bronchoscopy.,2026,10.1016/j.atssr.2025.08.004,Europe PMC,https://europepmc.org/article/MED/42027543,yes,https://pmc.ncbi.nlm.nih.gov/articles/PMC13100778/,precision automated title candidate; manual verification pending
A4,机器人支气管镜观察/导航,doi:10.1016/j.aorn.2013.09.016,Electromagnetic Navigational Bronchoscopy and Robotic‐Assisted Thoracic Surgery,2014,10.1016/j.aorn.2013.09.016,Crossref; OpenAlex,https://doi.org/10.1016/j.aorn.2013.09.016; https://openalex.org/W2068456365,yes,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1016/j.aorn.2013.09.016,precision automated title candidate; manual verification pending
A4,机器人支气管镜观察/导航,doi:10.1164/ajrccm-conference.2024.209.1_meetingabstracts.a1433,Electromagnetic Navigational Bronchoscopy Versus Robotic Bronchoscopy in the Evaluation of Peripheral Lung Nodules: A Retrospective Analysis,2024,10.1164/ajrccm-conference.2024.209.1_meetingabstracts.a1433,Crossref,https://doi.org/10.1164/ajrccm-conference.2024.209.1_meetingabstracts.a1433,no_location_identified,,precision automated title candidate; manual verification pending
A4,机器人支气管镜观察/导航,doi:10.1378/chest.07-0522,Electromagnetic Navigation Bronchoscopy-Guided Fiducial Placement for Robotic Stereotactic Radiosurgery of Lung Tumors,2007,10.1378/chest.07-0522,Crossref; Europe PMC; OpenAlex,https://doi.org/10.1378/chest.07-0522; https://europepmc.org/article/MED/17646225; https://openalex.org/W2124449315,no_location_identified,,precision automated title candidate; manual verification pending
A4,机器人支气管镜观察/导航,doi:10.1016/j.chest.2025.07.3322,ELECTROMAGNETIC NAVIGATION BRONCHOSCOPY VS ROBOTIC BRONCHOSCOPY: A RETROSPECTIVE STUDY COMPARING DIAGNOSTIC OUTCOMES AND PROCEDURAL COMPETENCY BETWEEN PLATFORMS,2025,10.1016/j.chest.2025.07.3322,Crossref,https://doi.org/10.1016/j.chest.2025.07.3322,no_location_identified,,precision automated title candidate; manual verification pending
A4,机器人支气管镜观察/导航,doi:10.1164/ajrccm-conference.2023.207.1_meetingabstracts.a4468,Electromagnetic Navigation Vs Robotic-assisted Bronchoscopy: A Comparison of Diagnostic Yield and Intervening Factors,2023,10.1164/ajrccm-conference.2023.207.1_meetingabstracts.a4468,Crossref; OpenAlex,https://doi.org/10.1164/ajrccm-conference.2023.207.1_meetingabstracts.a4468; https://openalex.org/W4367606454,no_location_identified,,precision automated title candidate; manual verification pending
A4,机器人支气管镜观察/导航,doi:10.1016/j.chest.2023.07.4197,ENHANCING DIAGNOSTIC YIELD OF PERIPHERAL PULMONARY NODULES: A PROSPECTIVE STUDY ON SHAPE-SENSING ROBOTIC-ASSISTED BRONCHOSCOPY WITH ION ENDOLUMINAL SYSTEM,2023,10.1016/j.chest.2023.07.4197,OpenAlex,https://openalex.org/W4387251556,yes,http://journal.chestnet.org/article/S0012369223052352/pdf,precision automated title candidate; manual verification pending
A4,机器人支气管镜观察/导航,doi:10.1016/j.ijrobp.2022.07.2140,Feasibility Study of Removable Fiducial Marker Implantation with the Intelligent Navigation Bronchoscopy Technology in Robotic Radiosurgery System Tracking,2022,10.1016/j.ijrobp.2022.07.2140,Crossref; OpenAlex,https://doi.org/10.1016/j.ijrobp.2022.07.2140; https://openalex.org/W4307147112,yes,https://www.redjournal.org/article/S0360-3016(22)02896-6/pdf,precision automated title candidate; manual verification pending
A4,机器人支气管镜观察/导航,doi:10.1093/annalsats/aaoag207,Foreign Body Retrieval Using Robotic Bronchoscopy,2026,10.1093/annalsats/aaoag207,Crossref,https://doi.org/10.1093/annalsats/aaoag207,no_location_identified,,precision automated title candidate; manual verification pending
A4,机器人支气管镜观察/导航,doi:10.1016/j.chest.2025.07.089,IMPACT OF SECOND-GENERATION ROBOTIC ELECTROMAGNETIC NAVIGATION BRONCHOSCOPY IN A COMMUNITY SETTING,2025,10.1016/j.chest.2025.07.089,Crossref,https://doi.org/10.1016/j.chest.2025.07.089,no_location_identified,,precision automated title candidate; manual verification pending
A4,机器人支气管镜观察/导航,doi:10.3390/diagnostics14171955,Improving Shape-Sensing Robotic-Assisted Bronchoscopy Outcomes with Mobile Cone-Beam Computed Tomography Guidance,2024,10.3390/diagnostics14171955,Europe PMC; OpenAlex,https://europepmc.org/article/MED/39272739; https://openalex.org/W4402231196,yes,https://pmc.ncbi.nlm.nih.gov/articles/PMC11394119/; https://www.mdpi.com/2075-4418/14/17/1955/pdf?version=1725442285,precision automated title candidate; manual verification pending
A4,机器人支气管镜观察/导航,doi:10.1016/j.jamcollsurg.2021.08.513,Integration of Robotic Navigational Bronchoscopy Into a Community Academic Cancer Program,2021,10.1016/j.jamcollsurg.2021.08.513,OpenAlex,https://openalex.org/W3209285959,yes,https://doi.org/10.1016/j.jamcollsurg.2021.08.513,precision automated title candidate; manual verification pending
A4,机器人支气管镜观察/导航,doi:10.1159/000550190,Learning Shape-Sensing Robotic-Assisted Bronchoscopy after Mastering Advanced Image-Guided Navigation Bronchoscopy.,2026,10.1159/000550190,Crossref; Europe PMC; OpenAlex,https://doi.org/10.1159/000550190; https://europepmc.org/article/MED/41505387; https://openalex.org/W7119837761,yes,https://karger.com/res/article-pdf/doi/10.1159/000550190/4487811/000550190.pdf; https://pmc.ncbi.nlm.nih.gov/articles/PMC12885498/,precision automated title candidate; manual verification pending
A4,机器人支气管镜观察/导航,doi:10.48550/arxiv.2603.07909,Long-Short Term Agents for Pure-Vision Bronchoscopy Robotic Autonomy,2026,10.48550/arxiv.2603.07909,OpenAlex,https://openalex.org/W7134858005,no_location_identified,,precision automated title candidate; manual verification pending
A4,机器人支气管镜观察/导航,doi:10.1016/j.chest.2022.08.1746,META ANALYSIS OF DIAGNOSTIC YIELD AND COMPLICATIONS WITH ROBOTIC-ASSISTED NAVIGATION BRONCHOSCOPY,2022,10.1016/j.chest.2022.08.1746,Crossref; OpenAlex,https://doi.org/10.1016/j.chest.2022.08.1746; https://openalex.org/W4304146138,no_location_identified,,precision automated title candidate; manual verification pending
A4,机器人支气管镜观察/导航,doi:10.1016/j.lers.2025.07.003,Minimally invasive management of lung metastases using robotic bronchoscopy: First French experience,2025,10.1016/j.lers.2025.07.003,Crossref,https://doi.org/10.1016/j.lers.2025.07.003,no_location_identified,,precision automated title candidate; manual verification pending
A4,机器人支气管镜观察/导航,doi:10.1016/j.jtho.2019.08.372,MS16.02 Robotic Bronchoscopy: Driveless IP?,2019,10.1016/j.jtho.2019.08.372,Crossref; OpenAlex,https://doi.org/10.1016/j.jtho.2019.08.372; https://openalex.org/W2982026746,yes,http://www.jto.org/article/S155608641931055X/pdf,precision automated title candidate; manual verification pending
A4,机器人支气管镜观察/导航,doi:10.1016/j.jval.2024.03.1576,MT38 Electromagnetic Navigation Bronchoscopy (ENB) Versus Shape-Sensing Robotic-Assisted Bronchoscopy (ssRAB) Lung Navigation Platforms: A Cost-Minimization Analysis,2024,10.1016/j.jval.2024.03.1576,Crossref; OpenAlex,https://doi.org/10.1016/j.jval.2024.03.1576; https://openalex.org/W4399707344,yes,http://www.valueinhealthjournal.com/article/S1098301524016917/pdf,precision automated title candidate; manual verification pending
A4,机器人支气管镜观察/导航,doi:10.1016/j.chest.2019.08.313,"MULTICENTER, PROSPECTIVE PILOT AND FEASIBILITY STUDY OF ROBOTIC-ASSISTED BRONCHOSCOPY FOR PERIPHERAL PULMONARY LESIONS",2019,10.1016/j.chest.2019.08.313,OpenAlex,https://openalex.org/W2971201359,yes,http://journal.chestnet.org/article/S0012369219318112/pdf,precision automated title candidate; manual verification pending
A4,机器人支气管镜观察/导航,doi:10.1097/lbr.0000000000001017,"Navigating Atelectasis: Utilizing Transpulmonary Pressure to Enhance Robotic Bronchoscopy: A Single-Center, Prospective Study.",2025,10.1097/lbr.0000000000001017,Europe PMC,https://europepmc.org/article/MED/40591660,no_location_identified,,precision automated title candidate; manual verification pending
