title,year,publication_date,doi,pmid,url,venue,cited_by_count,primary_task,task_en,task_zh,evidence_tier,source_dbs,source_ids
A robotic endoscope based on minimally invasive locomotion and wireless techniques for human colon,2011,2011-05-11,10.1002/rcs.389,21563284.0,https://doi.org/10.1002/rcs.389,International Journal of Medical Robotics and Computer Assisted Surgery,25,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex; Europe PMC,MED:21563284; W1971644415
An approach to the capsule endoscopic robot with active drive motion,2011,2011-03-01,10.1631/jzus.a1000141,,https://doi.org/10.1631/jzus.a1000141,Journal of Zhejiang University. Science A,13,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Core (title-explicit),OpenAlex,W3139740984; W2109882223
Análise Cinemática e Planificação de Movimentos de um Robô Endoscópico Accionado Electromagneticamente,2011,2011-01-01,,,https://openalex.org/W848940206,"Portuguese National Funding Agency for Science, Research and Technology (RCAAP Project by FCT)",1,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W848940206
COLLISION AVOIDANCE AND DETECTION USING DISTANCE SENSORS,2011,2010-10-04,,,,,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),Europe PMC,PAT:WO2011055245
METHOD AND SYSTEM FOR AUTOMATICALLY MAINTAINING AN OPERATOR SELECTED ROLL ORIENTATION AT A DISTAL TIP OF A ROBOTIC ENDOSCOPE,2011,2011-01-26,,,,,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),Europe PMC,PAT:WO2011100110; PAT:US2011196199
Robotic Assistance to Flexible Endoscopy by Physiological-Motion Tracking,2011,2011-01-21,10.1109/tro.2010.2098623,,https://doi.org/10.1109/tro.2010.2098623,IEEE Transactions on Robotics,95,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W2133450663
Robotics for spinal operations: reality or Alice in Wonderland?,2011,2011-11-22,10.1002/rcs.433,,https://doi.org/10.1002/rcs.433,International Journal of Medical Robotics and Computer Assisted Surgery,4,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W1897941883
Robust feature tracking on the beating heart for a robotic‐guided endoscope,2011,2011-10-07,10.1002/rcs.418,22113979.0,https://doi.org/10.1002/rcs.418,International Journal of Medical Robotics and Computer Assisted Surgery,22,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex; Europe PMC,W1552469846; MED:22113979
S152022 Development of an Endoscopic Robot and Experiments in the large intestine of a Dead Swine,2011,2011-01-01,10.1299/jsmemecj.2011._s152022-1,,https://doi.org/10.1299/jsmemecj.2011._s152022-1,The Proceedings of Mechanical Engineering Congress Japan,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W2681161521
"Commentaire de travail de Z. Wang et al, pp. 690",2012,2012-06-21,10.1055/s-0032-1309989,,https://doi.org/10.1055/s-0032-1309989,Endoscopy,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W4233188578
Evaluation of Small Bowel Lumen Friction Forces for Applications in In vivo Robotic Capsule Endoscopy,2012,2012-01-01,,,https://openalex.org/W10105201,Medical economics,5,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Core (title-explicit),OpenAlex,W10105201
Robot-assisted transvaginal peritoneoscopy using confocal endomicroscopy: a feasibility study in a porcine model,2012,2012-04-25,10.1007/s00464-012-2228-1,22534738.0,https://doi.org/10.1007/s00464-012-2228-1,Surgical Endoscopy,27,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex; Europe PMC,MED:22534738; W2005275267
Wireless technologies for robotic endoscope in gastrointestinal tract,2012,2012-05-18,10.3109/03091902.2012.673687,22594607.0,https://doi.org/10.3109/03091902.2012.673687,Journal of Medical Engineering & Technology,2,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex; Europe PMC,W2142630371; MED:22594607
Development of Bellows-Type Artificial Rubber Muscle and Application to Peristaltic Crawling Endoscopic Robot,2013,2013-08-20,10.20965/jrm.2013.p0748,,https://doi.org/10.20965/jrm.2013.p0748,Journal of Robotics and Mechatronics,8,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W2575601135
Probe-based confocal endomicroscopy: technical challenges and clinical applications,2013,2013-12-01,10.25560/24746,,https://doi.org/10.25560/24746,Spiral (Imperial College London),0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W1463185349
Non-recurrent inferior laryngeal nerve identification during robotic thyroidectomy,2014,2014-01-30,10.1017/s0022215114000012,24479986.0,https://doi.org/10.1017/s0022215114000012,The Journal of Laryngology & Otology,9,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex; Europe PMC,MED:24479986; W2069693466
Technological Trend of Endoscopic Robots,2014,2014-03-01,10.5302/j.icros.2014.14.9021,,https://doi.org/10.5302/j.icros.2014.14.9021,Journal of Institute of Control Robotics and Systems,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W2140940973
What’s in a Name?: Providing Clarity in the Definition of Minimally Invasive Parathyroidectomy,2014,2014-12-01,10.1007/s00268-014-2902-7,,https://doi.org/10.1007/s00268-014-2902-7,World Journal of Surgery,23,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W2010712251
내시경 로봇의 기술 동향,2014,2014-03-01,,,https://openalex.org/W1488371185,Journal of Institute of Control Robotics and Systems,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W1488371185
Characterising the Mechanical Properties of Large Intestine,2015,2015-08-01,,,https://openalex.org/W2340914779,"White Rose eTheses Online (University of Leeds, The University of Sheffield, University of York)",0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex; Europe PMC,W2340914779; ETH:682743
Computerized three dimensional mapping and robotic maneuvering through the human large intestine trajectory with magnetic capsule endoscopy using reference tracking control,2015,2015-05-12,10.1055/s-0035-1551852,,https://doi.org/10.1055/s-0035-1551852,Zeitschrift für Gastroenterologie,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Core (title-explicit),OpenAlex,W2619995362
Design and experiment of an intestinal anchoring mechanism,2015,2015-01-01,,,https://openalex.org/W3140960603,Optics and Precision Engineering,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W3140960603
Design of wormlike automated robotic endoscope: dynamic interaction between endoscopic balloon and surrounding tissues,2015,2015-05-27,10.1007/s00464-015-4224-8,26017907.0,https://doi.org/10.1007/s00464-015-4224-8,Surgical Endoscopy,26,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex; Europe PMC,W2153597975; MED:26017907
Development of a novel endoscopic manipulation system: the Endoscopic Operation Robot ver.3,2015,2015-04-24,10.1055/s-0034-1391973,25910062.0,https://doi.org/10.1055/s-0034-1391973,Endoscopy,53,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex; Europe PMC,W1980617453; MED:25910062
Development of an Endoscopic Support Device Using Veering-out Tube with Stiffening Capability by Granular Jamming,2015,2015-01-01,10.9746/sicetr.51.290,,https://doi.org/10.9746/sicetr.51.290,Transactions of the Society of Instrument and Control Engineers,4,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W2703565340
Feasibility of automated target centralization in colonoscopy,2015,2015-10-08,10.1007/s11548-015-1301-3,,https://doi.org/10.1007/s11548-015-1301-3,International Journal of Computer Assisted Radiology and Surgery,9,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W2139622240
"Intestinal Manometry Force Sensor for Robotic Capsule Endoscopy: An Acute, Multipatient In vivo Animal and Human Study",2015,2015-09-18,10.1109/tbme.2015.2479607,26394411.0,https://doi.org/10.1109/tbme.2015.2479607,IEEE Transactions on Biomedical Engineering,8,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Core (title-explicit),OpenAlex; Europe PMC,W2337857680; MED:26394411
Ongoing Development and Directions in Flexible Robotic Endoscopy,2015,2015-06-01,10.7888/juoeh.37.149,26073504.0,https://doi.org/10.7888/juoeh.37.149,Journal of UOEH,1,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex; Europe PMC,W2475116306; MED:26073504
Unroofed coronary sinus atrial septal defect: a multi-modality imaging approach:,2015,2015-07-30,10.1093/ehjci/jev190,,https://doi.org/10.1093/ehjci/jev190,European Heart Journal - Cardiovascular Imaging,2,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W2147501030
軟性内視鏡ロボットの現況と方向性,2015,2015-06-01,,,https://openalex.org/W7146501718,Institutional Repositories DataBase (IRDB),0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W7146501718
"Development of a Robotic Colonoscopic Manipulation System, Using Haptic Feedback Algorithm",2016,2016-11-17,10.3349/ymj.2017.58.1.139,27873506.0,https://doi.org/10.3349/ymj.2017.58.1.139,Yonsei Medical Journal,20,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Core (title-explicit),OpenAlex; Europe PMC,W2553775536; MED:27873506
Flexible robotic endoscopy: current and original devices,2016,2016-01-01,10.1080/24699322.2016.1242654,27973963.0,https://doi.org/10.1080/24699322.2016.1242654,Computer Assisted Surgery,29,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex; Europe PMC,MED:27973963; W2547553476
Jacobian-Based Iterative Method for Magnetic Localization in Robotic Capsule Endoscopy,2016,2016-03-10,10.1109/tro.2016.2522433,27087799.0,https://doi.org/10.1109/tro.2016.2522433,IEEE Transactions on Robotics,111,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Core (title-explicit),OpenAlex; Europe PMC,MED:27087799; W2333051748
Painless Colonoscopy: Available Techniques and Instruments,2016,2016-09-30,10.5946/ce.2016.132,27744665.0,https://doi.org/10.5946/ce.2016.132,Clinical Endoscopy,16,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex; Europe PMC,W2526391905; MED:27744665
Quantitative assessment of colorectal morphology: Implications for robotic colonoscopy,2016,2016-01-04,10.1016/j.medengphy.2015.11.018,26762775.0,https://doi.org/10.1016/j.medengphy.2015.11.018,Medical Engineering & Physics,60,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Core (title-explicit),OpenAlex; Europe PMC,W2222811342; MED:26762775
A Novel Robotic Meshworm With Segment-Bending Anchoring for Colonoscopy,2017,2017-03-06,10.1109/lra.2017.2678540,,https://doi.org/10.1109/lra.2017.2678540,IEEE Robotics and Automation Letters,80,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Core (title-explicit),OpenAlex,W2594399172
An innovative robotic platform for magnetically-driven painless colonoscopy,2017,2017-11-01,10.21037/atm.2017.09.15,,https://doi.org/10.21037/atm.2017.09.15,Annals of Translational Medicine,20,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Core (title-explicit),OpenAlex,W2767120573
Bio-Medical Application of Wireless Power Transmission System,2017,2017-01-13,,,https://openalex.org/W2621651316,SSRN Electronic Journal,6,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W2621651316
"Design and preliminary evaluation of a self-steering, pneumatically driven colonoscopy robot",2017,2017-01-26,10.1080/03091902.2016.1275853,28122477.0,https://doi.org/10.1080/03091902.2016.1275853,Journal of Medical Engineering & Technology,45,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Core (title-explicit),OpenAlex; Europe PMC,W2582509576; MED:28122477
Evolution in Visualization for Sinus and Skull Base Surgery,2017,2017-04-25,10.1016/j.otc.2017.01.003,28389019.0,https://doi.org/10.1016/j.otc.2017.01.003,Otolaryngologic Clinics of North America,19,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex; Europe PMC,W2606782314; MED:28389019
Full-driving soft robotic colonoscope in compliant colon tissue,2017,2017-11-09,10.1080/03091902.2017.1394387,29117761.0,https://doi.org/10.1080/03091902.2017.1394387,Journal of Medical Engineering & Technology,14,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Core (title-explicit),OpenAlex; Europe PMC,W2767906291; MED:29117761
Management of early colonic neoplasia: where are we now and where are we heading?,2017,2017-01-05,10.1080/17474124.2017.1279051,28052695.0,https://doi.org/10.1080/17474124.2017.1279051,Expert Review of Gastroenterology & Hepatology,5,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex; Europe PMC,W2568319168; MED:28052695
Sparse-then-dense alignment-based 3D map reconstruction method for endoscopic capsule robots,2017,2017-12-27,10.1007/s00138-017-0905-8,,https://doi.org/10.1007/s00138-017-0905-8,Machine Vision and Applications,36,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Core (title-explicit),OpenAlex,W2751326577
Through the Eustachian Tube and Beyond: A New Miniature Robotic Endoscope to See Into the Middle Ear,2017,2017-02-14,10.1109/lra.2017.2668468,29202035.0,https://doi.org/10.1109/lra.2017.2668468,IEEE Robotics and Automation Letters,39,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex; Europe PMC,W2588775902; MED:29202035
Use of robotic colonoscopy in patients with previous incomplete colonoscopy.,2017,2017-02-01,,28272700.0,https://openalex.org/W2990419766,PubMed,34,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Core (title-explicit),OpenAlex; Europe PMC,W2990419766; MED:28272700
